CommandLine\Strings\Program.de-DE.resx,ProgramUsageRestore,updated,"Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>","Wiederherstellung (einzelner oder aller Dateien):
  Duplicati.CommandLine [options] <backend> <destinationfolder>",Translated 2011-05,09/05/2011,Translated in week 19/2011,by Leo,,,,1255
CommandLine\Strings\Program.de-DE.resx,ProgramUsageTimes,updated,"Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.","Zeiten:
Duplicati verwendet das Zeit-System von Duplicity, wobei Zeiten wie folgt dargestellt werden können:
1: der String ""now"" um die aktuelle Zeit anzugeben
2: die Anzahl von Sekunden der aktuellen Epoche, z.B. 1234567890
3: ein String, z.B. ""2009-03-26T08:30:00+01:00""
4: ein Intervall-String mit den Abkürzungen Y, M, W, D, h, m, s für Jahr, Monat, Woche, Tag, Stunde, Minute oder Sekunde. z.B: ""1M4D"" bedeutet 1 Monat und 4 Tage; oder ""5m"" steht für 5 Minuten.",Improved 2011-05,09/05/2011,Translated in week 19/2011,by E.Mair,,Diff,"Question of Ernst and Leo to Kenneth:
Epoch should be explained in english and in german:
What is the exact starting of the epoch:
1970-01-01 00:00:00 UTC ???",1256
CommandLine\Strings\Program.de-DE.resx,ProgramUsageVerify,updated,"Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full","Überprüfen der Unversehrtheit des Backups:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full",Translated 2011-05,09/05/2011,Translated in week 19/2011,by Leo,,,,1257
CommandLine\Strings\Program.de-DE.resx,SupportedBackendsHeader,updated,Supported backends:,Unterstützte Sicherungsziele:,Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,527
CommandLine\Strings\Program.de-DE.resx,SupportedCompressionModulesHeader,updated,Supported compression modules:,Untertützte Kompressions-Module:,Translated 2011-02,21/02/2011,Translated in week 08/2011,by E.Mair,,,,528
CommandLine\Strings\Program.de-DE.resx,SupportedEncryptionModulesHeader,updated,Supported encryption modules:,Unterstützte Verschlüsselungs-Module:,Translated 2011-02,21/02/2011,Translated in week 08/2011,by E.Mair,,,,529
CommandLine\Strings\Program.de-DE.resx,SupportedOptionsHeader,updated,Supported options:,Unterstütze Optionen:,Translated 2011-02,21/02/2011,Translated in week 08/2011,by E.Mair,,,,530
CommandLine\Strings\Program.de-DE.resx,TimeParseError,updated,"Unable to parse ""{0}"" into a time offset: {1}","Kann ""{0}"" nicht für einen Zeit-Offset verwenden: {1}
",Translated 2011-02,21/02/2011,Translated in week 08/2011,by E.Mair,,,,531
CommandLine\Strings\Program.de-DE.resx,UnhandledException,updated,An error occured: {0},Fehler: {0},Translated 2011-02,21/02/2011,Translated in week 08/2011,by E.Mair,,,,532
CommandLine\Strings\Program.de-DE.resx,UnhandledInnerException,updated,The inner error message is: {0},"Interne Fehlermeldung: {0}
",Translated 2011-02,21/02/2011,Translated in week 08/2011,by E.Mair,,,,533
CommandLine\Strings\Program.de-DE.resx,UsageExampleLinux,updated,"Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

In diesem Beispiel ist die Datei ""/home/user/file.txt"" ausgeschlossen.",Translated 2011-05,09/05/2011,Translated in week 19/2011,by Leo,,,,1258
CommandLine\Strings\Program.de-DE.resx,UsageExampleWindows,updated,"Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

In diesem Beispiel ist die Datei ""C:\Documents\Files\file.txt"" ausgeschlossen.",Translated 2011-05,09/05/2011,Translated in week 19/2011,by Leo,,,,1259
CommandLine\Strings\Program.de-DE.resx,VerificationCompleted,updated,"Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}","Überprüfung beendet. Zusammenfassung:
Überprüfte Sicherungslisten: {0}
Überprüfte Signaturdateien: {1}
Inhaltlich überprüfte Dateien: {2}
Fehler: {3}",Translated 2011-05,03/05/2011,Translated in week 18/2011,by Leo,,,,1260
CommandLine\Strings\Program.de-DE.resx,VerificationErrorHeader,updated,Reported error messages:,Gemeldete Fehler: ,Translated 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,1261
CommandLine\Strings\Program.de-DE.resx,WrongNumberOfCommandsError_v2,updated,"Found {0} commands but expected {1}, commands: 
{2}","Gefunden {0} Befehle, jedoch erwartet {1}, Befehle:
{2}",Translated 2011-11,19/11/2011,Translated in week 46/2011,by E.Mair
GUI\ApplicationSetup.de-DE.resx,$this.Text,updated,Duplicati setup,Duplicati Installation,Translated 2011-02,12/02/2011,Translated in week 06/2011,by E.Mair,,,Duplicati Installation,49
GUI\ApplicationSetup.de-DE.resx,AdvancedTab.Text,updated,Advanced,Erweitert,Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,42
GUI\ApplicationSetup.de-DE.resx,BalloonNotificationLevel.ToolTip,updated,Choose the level of notification given by balloon tips,Wählen Sie den Umfang der Benachrichtigungen durch Infosymbole,Translated 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,1221
GUI\ApplicationSetup.de-DE.resx,Bandwidth.ToolTip,updated,Set the initial bandwidth limits to use in Duplicati,"Geben Sie die anfänglichen Bandbreitenbegrenzungen ein, die Duplicati verwenden soll",Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,39
GUI\ApplicationSetup.de-DE.resx,BasicTab.Text,updated,Basic,Allgemein,Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,38
GUI\ApplicationSetup.de-DE.resx,CacheSizeLabel.Text,updated,Calculating cache size ...,Berechnung Cache-Größe ...,Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,13
GUI\ApplicationSetup.de-DE.resx,CacheSizeLabel.ToolTip,updated,The size of the current cache folder,"Die Größe des aktuellen Cache-Ordners
",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,14
GUI\ApplicationSetup.de-DE.resx,CancelBtn.Text,updated,Cancel,Abbrechen,Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,28
GUI\ApplicationSetup.de-DE.resx,ClearCacheButton.Text,updated,Clear cache,"Cache löschen
",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,15
GUI\ApplicationSetup.de-DE.resx,ClearCacheButton.ToolTip,updated,"Clear any signature files stored in cache, they will be re-downloaded the next time the backup is activated",Löschen aller im Cache gespeicherten Signatur-Dateien; sie werden bei der nächsten Aktivierung der Sicherung wieder heruntergeladen,Improved 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,16
GUI\ApplicationSetup.de-DE.resx,CommonPassword.ToolTip,updated,Enter the default password to apply to new backups,Eingabe des Standard-Kennwortes für neue Sicherungen,Improved 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,34
GUI\ApplicationSetup.de-DE.resx,EncryptionMethod.Text,updated,Encryption method,Verschlüsselungsmethode,Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,30
GUI\ApplicationSetup.de-DE.resx,EncryptionMethod.ToolTip,updated,Choose the default encryption module to use for new backups,Standard-Verschlüsselungsmodul für neue Sicherungen auswählen,Translated 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,31
GUI\ApplicationSetup.de-DE.resx,EncryptionModule.ToolTip,updated,Choose the default encryption module to use for new backups,Standard-Verschlüsselungsmodul für neue Sicherungen auswählen,Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,29
GUI\ApplicationSetup.de-DE.resx,groupBox1.Text,updated,User interface settings,Einstellungen für die Benutzeroberfläche,Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,12
GUI\ApplicationSetup.de-DE.resx,groupBox2.Text,updated,Path settings (Advanced),Pfadeinstellungen (Erweitert),Improved 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,26
GUI\ApplicationSetup.de-DE.resx,groupBox4.Text,updated,Backup control settings used at startup,Sicherungseinstellungen (beim Start wirksam),Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,41
GUI\ApplicationSetup.de-DE.resx,HideDonateButton.Text,updated,Hide the donate button on the main wizard page,Spenden-Button auf der Hauptseite des Assistenten ausblenden,Improved 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,3
GUI\ApplicationSetup.de-DE.resx,HideDonateButton.ToolTip,updated,Check this box to prevent the display of the donation button in the wizard,"Markieren Sie dieses Kästchen, um die Anzeige des Spende-Buttons in den Assistenten zu verhindern",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,4
GUI\ApplicationSetup.de-DE.resx,label1.Text,updated,Time a log is shown in recent backups,Protokolle in den letzten Sicherungen anzeigen,Improved 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,1
GUI\ApplicationSetup.de-DE.resx,label1.ToolTip,updated,Select the time a backup is displayed in the log window after completion,"Wählen Sie die Zeit, wie lange eine Sicherung im Protokoll-Fenster nach der Durchführung gezeigt wird",Improved 2011-04,20/04/2011,Translated in week 16/2011,by E.Mair,,,,2
GUI\ApplicationSetup.de-DE.resx,label2.Text,updated,Sections,Abschnitte,Translated 2011-02,12/02/2011,Translated in week 06/2011,by E.Mair,,,,46
GUI\ApplicationSetup.de-DE.resx,label3.Text,updated,User interface language,Sprache für die Benutzeroberfläche,Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,9
GUI\ApplicationSetup.de-DE.resx,label3.ToolTip,updated,Choose the language for the user interface (requires restart),Wählen Sie die Sprache für die Benutzeroberfläche (Neustart erforderlich),Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,10
GUI\ApplicationSetup.de-DE.resx,label4.Text,updated,Temporary folder,Temporäre Dateien,Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,24
GUI\ApplicationSetup.de-DE.resx,label4.ToolTip,updated,Enter the path where Duplicati stores temporary files,"Geben Sie den Pfad ein, wo Duplicati temporäre Dateien speichern soll",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,"Geben Sie den Pfad ein, wo Duplicati temporäre Dateien speichern soll",25
GUI\ApplicationSetup.de-DE.resx,label5.Text,updated,Password,Kennwort,Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,32
GUI\ApplicationSetup.de-DE.resx,label5.ToolTip,updated,Enter the default password to apply to new backups,Eingabe des Standard-Kennwortes für neue Sicherungen,Improved 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,33
GUI\ApplicationSetup.de-DE.resx,label6.Text,updated,Content,Inhalt,Translated 2011-02,12/02/2011,Translated in week 06/2011,by E.Mair,,,,45
GUI\ApplicationSetup.de-DE.resx,label7.Text,updated,Period to pause duplicati after startup,"Pause-Zeit für duplicati nach dem Start
",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,6
GUI\ApplicationSetup.de-DE.resx,label7.ToolTip,updated,Select the amount of time Duplicati is paused after startup,"Wählen Sie die Zeitspanne, wie lange Duplicati nach dem Start
angehalten wird",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,7
GUI\ApplicationSetup.de-DE.resx,label8.Text,updated,Balloon notifications,Infosymbole,Translated 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,1222
GUI\ApplicationSetup.de-DE.resx,label8.ToolTip,updated,Choose the level of notification given by balloon tips,Wählen Sie den Umfang der Benachrichtigungen durch Infosymbole,Translated 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,1223
GUI\ApplicationSetup.de-DE.resx,LanguageSelection.ToolTip,updated,Choose the language for the user interface (requires restart),Wählen Sie die Sprache für die Benutzeroberfläche (Neustart erforderlich),Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,8
GUI\ApplicationSetup.de-DE.resx,LicenseLink.Text,equal expression,Homepage,Homepage,Translated 2011-11,21/11/2011,Translated in week 47/2011,by E.Mair,,,,43
GUI\ApplicationSetup.de-DE.resx,LicenseLink.ToolTip,updated,Click to go to the homepage of the currently selected section,"Hier klicken, um zur Homepage des ausgewählten Abschnittes zu gehen",Improved 2011-04,08/04/2011,Translated in week 14/2011,by Mathias,,,,44
GUI\ApplicationSetup.de-DE.resx,LicenseSections.ToolTip,updated,Lists the available license sections,Listet die verfügbaren Lizenzabschnitte auf,Translated 2011-02,12/02/2011,Translated in week 06/2011,by E.Mair,,,,47
GUI\ApplicationSetup.de-DE.resx,LicenseTab.Text,updated,License,Lizenz,Translated 2011-02,12/02/2011,Translated in week 06/2011,by E.Mair,,,,48
GUI\ApplicationSetup.de-DE.resx,OKBtn.Text,equal expression,OK,OK,Translated 2011-11,21/11/2011,Translated in week 47/2011,by E.Mair,,,,27
GUI\ApplicationSetup.de-DE.resx,PasswordDefaultsGroup.Text,updated,Password settings applied to new backups,Kennwort-Einstellungen für neue Sicherungen,Improved 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,37
GUI\ApplicationSetup.de-DE.resx,RecentDuration.ToolTip,updated,Select the time a backup is displayed in the log window after completion,"Wählen Sie die Zeit, wie lange eine Sicherung im Protokoll-Fenster nach der Durchführung angezeigt wird",Improved 2011-04,20/04/2011,Translated in week 16/2011,by E.Mair,,,,11
GUI\ApplicationSetup.de-DE.resx,SignatureCacheEnabled.Text,updated,Signature cache,Signatur-Cache,Improved 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,17
GUI\ApplicationSetup.de-DE.resx,SignatureCacheEnabled.ToolTip,updated,"A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster","Ein Signatur-Cache begrenzt die Datenmenge, die Duplicati herunterladen muss, indem eine Kopie auf dem Rechner gehalten wird. Das Aktivieren dieses Features macht die Sicherungen schneller",Improved 2011-04,20/04/2011,Translated in week 16/2011,by Mathias,,,,18
GUI\ApplicationSetup.de-DE.resx,SignatureCachePathBrowse.Text,equal expression,...,...,Translated 2011-11,21/11/2011,Translated in week 47/2011,by E.Mair,,,,19
GUI\ApplicationSetup.de-DE.resx,SignatureCachePathBrowse.ToolTip,updated,Browse for the signature cache folder,Den Ordner für den Signatur-Cache auswählen,Improved 2011-04,07/04/2011,Translated in week 14/2011,by Mathias,,,,20
GUI\ApplicationSetup.de-DE.resx,StartupDelayDuration.ToolTip,updated,Select the amount of time Duplicati is paused after startup,"Wählen Sie die Zeitspanne, wie lange Duplicati nach dem Start
angehalten wird",Translated 2011-02,11/02/2011,Translated in week 06/2011,by E.Mair,,,,5
