"CommandLine\Strings\Program.zh-HK.resx","MissingURISchemeError","not-updated","The source or target parameter must be a URL, try using ""{0}{1}""",""
"CommandLine\Strings\Program.zh-HK.resx","ModifiedFilesHeader","not-updated","Modified files",""
"CommandLine\Strings\Program.zh-HK.resx","ModuleIsLoadedAutomatically","not-updated","Module is loaded atomatically, use --disable-module to prevent this",""
"CommandLine\Strings\Program.zh-HK.resx","ModuleIsNotLoadedAutomatically","not-updated","Module is not loaded atomatically, use --enable-module to load it",""
"CommandLine\Strings\Program.zh-HK.resx","NewFilesHeader","not-updated","New files",""
"CommandLine\Strings\Program.zh-HK.resx","NewOrModifiedFilesHeader","not-updated","New/Modified files",""
"CommandLine\Strings\Program.zh-HK.resx","ParametersFileOptionLong","not-updated","This option can be used to store some or all of the options given to the commandline client. The file must be a plain text file, UTF-8 encoding is preferred. Each line in the file should be of the format --option=value. The special options --source and --target can be used to override the localpath and the remote destination uri, respectively. The options in this file take precedence over the options provided on the commandline. You cannot specify filters in both the file and on the commandline.",""
"CommandLine\Strings\Program.zh-HK.resx","ParametersFileOptionShort","not-updated","Path to a file with parameters",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageBackend","not-updated","A <backend> is identified by an url like ftp://host/ or ssh://server/.
 Using this system, Duplicati can detect if you want to backup or restore.
 The cleanup and delete commands do not delete files, unless the --force option is specified, so you may examine what files are affected, before actually deleting the files.
 The cleanup command should not be used unless a backup was interrupted and has left partial files. Duplicati will inform you if this happens.
 The delete command can be used to remove backup sets when newer backups are present.",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageBackup","not-updated","Backup (make a full or incremental backup):
  Duplicati.CommandLine [full] [options] <sourcefolder> <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageCleanup","not-updated","Cleanup (remove partial and unused files):
  Duplicati.CommandLine cleanup [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageCreateFolders","not-updated","Create folder (usually done automatically):
  Duplicati.CommandLine create-folder [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageDeleteOld","not-updated","Delete old backups:
  Duplicati.CommandLine delete-all-but-n-full <number of full backups to keep> [options] <backend>
  Duplicati.CommandLine delete-older-than <max allowed age> [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageFilters","not-updated","Filters:
 Duplicati uses filters to include and exclude files.
  Duplicati uses a ""first-touch"" filter where the first rule that matches a file determines if the file is included or excluded. Internally Duplicati uses regular expression filters, but supports filters in the form of filename globbing. The order of the commandline arguments also determine what order they are applied in. An example:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Even though the last filter includes everything, no files named ""Thumbs.db"" are included because they match the exclude rule before the include rule. Paths are evaluated in full, and as paths that are relative to folder being backed up, but including a leading slash. An example:

{0}
  If a folder is excluded, files in that folder are always excluded, even if there are filters that include files in that folder. If a folder is included with a wildcard at the end, all files are included, if the folder is included without a wildcard, files may be excluded or included with extra rules.",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageFindLastVersion","not-updated","Find the last version of a file:
  Duplicati.CommandLine find-last-version [options] --file-to-restore=<files to find> <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageHeader","not-updated","********** Duplicati v. {0} **********

Usage:",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageListContentFiles","not-updated","List content files (files that can be restored):
  Duplicati.CommandLine list-current-files [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageListFiles","not-updated","List files:
  Duplicati.CommandLine list [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageListSets","not-updated","List backup sets:
  Duplicati.CommandLine collection-status [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageListSignatureFiles","not-updated","List signature files (files in a single backup volume set):
  Duplicati.CommandLine list-actual-signature-files [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageListSourceFolders","not-updated","List source folders (folders backed up from):
  Duplicati.CommandLine list-source-folders [options] <backend>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageOptionTypes","not-updated","Option types:
 The following option types are available:
  Integer: a numerical value
  Boolean: a truth value, --force and --force=true are equivalent. --force=false is the opposite
  Timespan: a time in the special time format (explained below)
  Size: a size like 5mb or 200kb
  Enumeration: any of the listed values
  Path: the path to a folder or file
  String: any other type",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsagePurgeCache","not-updated","Purge signature cache:
  Duplicati.CommandLine purge-signature-cache [options]",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageRestore","not-updated","Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageTimes","not-updated","Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.",""
"CommandLine\Strings\Program.zh-HK.resx","ProgramUsageVerify","not-updated","Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full",""
"CommandLine\Strings\Program.zh-HK.resx","SupportedBackendsHeader","not-updated","Supported backends:",""
"CommandLine\Strings\Program.zh-HK.resx","SupportedCompressionModulesHeader","not-updated","Supported compression modules:",""
"CommandLine\Strings\Program.zh-HK.resx","SupportedEncryptionModulesHeader","not-updated","Supported encryption modules:",""
"CommandLine\Strings\Program.zh-HK.resx","SupportedOptionsHeader","not-updated","Supported options:",""
"CommandLine\Strings\Program.zh-HK.resx","TimeParseError","not-updated","Unable to parse ""{0}"" into a time offset: {1}",""
"CommandLine\Strings\Program.zh-HK.resx","UnhandledException","not-updated","An error occured: {0}",""
"CommandLine\Strings\Program.zh-HK.resx","UnhandledInnerException","not-updated","The inner error message is: {0}",""
"CommandLine\Strings\Program.zh-HK.resx","UsageExampleLinux","not-updated","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.",""
"CommandLine\Strings\Program.zh-HK.resx","UsageExampleWindows","not-updated","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.",""
"CommandLine\Strings\Program.zh-HK.resx","VerificationCompleted","not-updated","Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}",""
"CommandLine\Strings\Program.zh-HK.resx","VerificationErrorHeader","not-updated","Reported error messages:",""
"CommandLine\Strings\Program.zh-HK.resx","WrongNumberOfCommandsError_v2","not-updated","Found {0} commands but expected {1}, commands: 
{2}",""
"GUI\ApplicationSetup.zh-HK.resx","$this.Text","missing","Duplicati Options",""
"GUI\ApplicationSetup.zh-HK.resx","AdvancedTab.Text","missing","Advanced",""
"GUI\ApplicationSetup.zh-HK.resx","BalloonNotificationLevel.ToolTip","missing","Choose the level of notification given by balloon tips",""
"GUI\ApplicationSetup.zh-HK.resx","Bandwidth.ToolTip","missing","Set the initial bandwidth limits to use in Duplicati",""
"GUI\ApplicationSetup.zh-HK.resx","BasicTab.Text","missing","Basic",""
"GUI\ApplicationSetup.zh-HK.resx","CacheSizeLabel.Text","missing","Calculating cache size...",""
"GUI\ApplicationSetup.zh-HK.resx","CancelBtn.Text","missing","Cancel",""
"GUI\ApplicationSetup.zh-HK.resx","ClearCacheButton.Text","missing","Clear cache",""
"GUI\ApplicationSetup.zh-HK.resx","ClearCacheButton.ToolTip","missing","Clear any signature files stored in cache. Signatures will be re-downloaded on next backup.",""
"GUI\ApplicationSetup.zh-HK.resx","CommonPassword.ToolTip","missing","Enter the default password to apply to new backups",""
"GUI\ApplicationSetup.zh-HK.resx","EncryptionMethod.Text","missing","Encryption method:",""
"GUI\ApplicationSetup.zh-HK.resx","EncryptionMethod.ToolTip","missing","Choose the default encryption module to use for new backups",""
"GUI\ApplicationSetup.zh-HK.resx","EncryptionModule.ToolTip","missing","Choose the default encryption module to use for new backups",""
"GUI\ApplicationSetup.zh-HK.resx","groupBox1.Text","missing","User interface",""
"GUI\ApplicationSetup.zh-HK.resx","groupBox2.Text","missing","Cache",""
"GUI\ApplicationSetup.zh-HK.resx","groupBox4.Text","missing","Default throttle settings",""
"GUI\ApplicationSetup.zh-HK.resx","HideDonateButton.Text","missing","Hide Donate button on the main wizard page",""
"GUI\ApplicationSetup.zh-HK.resx","label1.Text","missing","Time to display past backups in log:",""
"GUI\ApplicationSetup.zh-HK.resx","label1.ToolTip","missing","Select the time a backup is displayed in the log window after completion",""
"GUI\ApplicationSetup.zh-HK.resx","label2.Text","missing","Sections:",""
"GUI\ApplicationSetup.zh-HK.resx","label3.Text","missing","Language:",""
"GUI\ApplicationSetup.zh-HK.resx","label3.ToolTip","missing","Select user interface language (requires restart)",""
"GUI\ApplicationSetup.zh-HK.resx","label4.Text","missing","Temporary folder:",""
"GUI\ApplicationSetup.zh-HK.resx","label6.Text","missing","Content:",""
"GUI\ApplicationSetup.zh-HK.resx","label7.Text","missing","Time to wait after startup:",""
"GUI\ApplicationSetup.zh-HK.resx","label7.ToolTip","missing","Select the amount of time Duplicati is paused after startup",""
"GUI\ApplicationSetup.zh-HK.resx","label8.Text","missing","Backup notifications:",""
"GUI\ApplicationSetup.zh-HK.resx","label8.ToolTip","missing","Choose the level of notification given by balloon tips",""
"GUI\ApplicationSetup.zh-HK.resx","LanguageSelection.ToolTip","missing","Choose the language for the user interface (requires restart)",""
"GUI\ApplicationSetup.zh-HK.resx","LicenseLink.Text","missing","Homepage",""
"GUI\ApplicationSetup.zh-HK.resx","LicenseLink.ToolTip","missing","Click to go to the homepage of the currently selected section",""
"GUI\ApplicationSetup.zh-HK.resx","LicenseSections.ToolTip","missing","Lists the available license sections",""
"GUI\ApplicationSetup.zh-HK.resx","LicenseTab.Text","missing","License",""
"GUI\ApplicationSetup.zh-HK.resx","OKBtn.Text","missing","OK",""
"GUI\ApplicationSetup.zh-HK.resx","PasswordDefaultsGroup.Text","missing","Default password",""
"GUI\ApplicationSetup.zh-HK.resx","RecentDuration.ToolTip","missing","Select the time a backup is displayed in the log window after completion",""
"GUI\ApplicationSetup.zh-HK.resx","SignatureCacheEnabled.Text","missing","Signature cache:",""
"GUI\ApplicationSetup.zh-HK.resx","SignatureCacheEnabled.ToolTip","missing","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster",""
"GUI\ApplicationSetup.zh-HK.resx","SignatureCachePathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.zh-HK.resx","SignatureCachePathBrowse.ToolTip","missing","Browse for the signature cache folder",""
"GUI\ApplicationSetup.zh-HK.resx","StartupDelayDuration.ToolTip","missing","Select the amount of time Duplicat is paused after startup",""
"GUI\ApplicationSetup.zh-HK.resx","TempPath.ToolTip","missing","Enter the path where Duplicati stores temporary files",""
"GUI\ApplicationSetup.zh-HK.resx","TempPathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.zh-HK.resx","TempPathBrowse.ToolTip","missing","Browse for the temporary folder",""
"GUI\ApplicationSetup.zh-HK.resx","ThreadPriorityPicker.ToolTip","missing","Set the initial thread priority to be used by Duplicati",""
"GUI\ApplicationSetup.zh-HK.resx","UseCommonPassword.Text","missing","Use password for new backups:",""
"GUI\ApplicationSetup.zh-HK.resx","UseCommonPassword.ToolTip","missing","Enable this to use the same password for multiple backups",""
"GUI\HelperControls\BackupFileList.zh-HK.resx","changeDestinationToolStripMenuItem.Text","missing","Change destination...",""
"GUI\HelperControls\BackupFileList.zh-HK.resx","folderBrowserDialog.Description","missing","Select the folder to restore to",""
"GUI\HelperControls\BackupFileList.zh-HK.resx","LoadingIndicator.Text","missing","Reading filelist, please wait ...",""
"GUI\HelperControls\BackupItems.zh-HK.resx","statusLabel.Text","missing","Loading list of backups",""
"GUI\HelperControls\BackupItems.zh-HK.resx","viewFilesToolStripMenuItem.Text","missing","View contents ...",""
"GUI\HelperControls\BandwidthLimit.zh-HK.resx","DownloadLimitCheckbox.Text","missing","Download limit (restore)",""
"GUI\HelperControls\BandwidthLimit.zh-HK.resx","UploadLimitCheckbox.Text","missing","Upload limit (backup)",""
"GUI\HelperControls\CommandLineOptionGrid.zh-HK.resx","argumentDataGridViewTextBoxColumn.HeaderText","missing","argument",""
"GUI\HelperControls\CommandLineOptionGrid.zh-HK.resx","dataGridViewTextBoxColumn1.HeaderText","missing","argument",""
"GUI\HelperControls\CommandLineOptionGrid.zh-HK.resx","enabledDataGridViewCheckBoxColumn.HeaderText","missing","Enabled",""
"GUI\HelperControls\CommandLineOptionGrid.zh-HK.resx","nameDataGridViewTextBoxColumn.HeaderText","missing","Name",""
"GUI\HelperControls\CommandLineOptionGrid.zh-HK.resx","valueDataGridViewTextBoxColumn.HeaderText","missing","Value",""
"GUI\HelperControls\DurationEditor.zh-HK.resx","CustomDuration.Error","missing","s",""
"GUI\HelperControls\DurationEditor.zh-HK.resx","EasyDuration.Items","missing","Each day",""
"GUI\HelperControls\DurationEditor.zh-HK.resx","EasyDuration.Items1","missing","Each week",""
"GUI\HelperControls\DurationEditor.zh-HK.resx","EasyDuration.Items2","missing","Each second week",""
"GUI\HelperControls\DurationEditor.zh-HK.resx","EasyDuration.Items3","missing","Each month",""
"GUI\HelperControls\DurationEditor.zh-HK.resx","EasyDuration.Items4","missing","Custom ...",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","$this.Text","missing","FilterDialog",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","BrowseFileButton.Text","missing","...",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","CancelBtn.Text","missing","Cancel",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","Exclusive.Text","missing","Exclude files matching the filter",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","folderBrowserDialog.Description","missing","Select the folder path to use for the filter",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","HelpLink.Text","missing","Filter help",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","Inclusive.Text","missing","Include files matching the filter",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","IsRegExp.Text","missing","Filter is regular expression",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","label1.Text","missing","Filter",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","OKBtn.Text","missing","OK",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","openFileDialog.Filter","missing","All files (*.*)|*.*",""
"GUI\HelperControls\FilterDialog.zh-HK.resx","openFileDialog.Title","missing","Select the file to use for the filter",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","AddFilterButton.ToolTipText","missing","Add a new filter",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","btnTestSearch.Text","missing","Test Search Selection...",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","EditFilterButton.ToolTipText","missing","Edit the selected filter",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","ExcludeFolderButton.ToolTipText","missing","Adds an excluded folder to the list",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","groupBox1.Text","missing","Filters",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","HelpButton.Text","missing","Filter help",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","HelpButton.ToolTipText","missing","Opens the Duplicati Filter usage Wiki page",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","IncludeFolderButton.ToolTipText","missing","Adds an included folder to the list",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","label1.Text","missing","Test a filename:",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","MoveFilterBottomButton.ToolTipText","missing","Move the selected filter to the bottom",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","MoveFilterDownButton.ToolTipText","missing","Move the selected filter down",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","MoveFilterTopButton.ToolTipText","missing","Move the selected filter to the top",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","MoveFilterUpButton.ToolTipText","missing","Move the selected filter up",""
"GUI\HelperControls\FilterEditor.zh-HK.resx","RemoveFilterButton.ToolTipText","missing","Remove the selected filter",""
"GUI\HelperControls\FolderPathEntry.zh-HK.resx","BrowseFolderButton.Text","missing","...",""
"GUI\HelperControls\FolderPathEntry.zh-HK.resx","BrowseFolderButton.ToolTip","missing","Click to browse for a folder",""
"GUI\HelperControls\FolderPathEntry.zh-HK.resx","DeleteButton.ToolTip","missing","Click to remove the entry",""
"GUI\HelperControls\FolderPathEntry.zh-HK.resx","FolderPath.ToolTip","missing","Enter the path to the folder here",""
"GUI\HelperControls\FolderPathEntry.zh-HK.resx","SizeLabel.Text","missing","(...)",""
"GUI\HelperControls\FolderPathEntry.zh-HK.resx","SizeLabel.ToolTip","missing","The size of the selected folder",""
"GUI\HelperControls\Strings\BackupFileList.zh-HK.resx","RootNodeTooltip","not-updated","Source folder {0}
Target folder: {1}
Right click to change target folder",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","ErrorStatusDisplay","not-updated","Error: {0}",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","NoDataReceived","not-updated","No data received",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","OperationCancelled","not-updated","Cancelled",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","TooltipFullBackup","not-updated","Full backup",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","TooltipFullBackupWithSize","not-updated","Full backup - {0}",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","TooltipIncrementalBackup","not-updated","Incremental backup",""
"GUI\HelperControls\Strings\BackupItems.zh-HK.resx","TooltipIncrementalBackupWithSize","not-updated","Incremental backup - {0}, chain: {1}",""
"GUI\HelperControls\Strings\BackupTreeView.zh-HK.resx","ConfirmDeleteFolder","not-updated","Do you want to delete the folder {0} and all the backups contained in it?",""
"GUI\HelperControls\Strings\BackupTreeView.zh-HK.resx","ConfirmRemoveBackup","not-updated","Remove the backup '{0}' ?",""
"GUI\HelperControls\Strings\BackupTreeView.zh-HK.resx","NewBackup","not-updated","New Backup",""
"GUI\HelperControls\Strings\BackupTreeView.zh-HK.resx","NewFolder","not-updated","New Folder",""
"GUI\HelperControls\Strings\CommandLineOptionsGrid.zh-HK.resx","InfoLabelFormat","not-updated","Value type: {0}. 
{1}. 
{2}",""
"GUI\HelperControls\Strings\CommandLineOptionsGrid.zh-HK.resx","PageNotSupportedWarning","not-updated","This page is not supported on the current platform, this is a known issue.
A newer version of Mono will enable this page.",""
"GUI\HelperControls\Strings\DurationEditor.zh-HK.resx","CustomDuration","not-updated","Custom ...",""
"GUI\HelperControls\Strings\FilterDialog.zh-HK.resx","InvalidRegExpMessage","not-updated","The expression is not a valid regular expression: {0}",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","ExcludeFolderBrowseTitle","not-updated","Choose the folder to add for exclusion",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FileIsExcluded","not-updated","The file {0} is excluded due to rule {1}",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FileIsIncluded","not-updated","The file {0} is included due to rule {1}",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FileIsIncludedDefault","not-updated","The file {0} is included because no rule matched",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FilenameIsNotInAnyRootFolder","not-updated","The filename {0} is not located in any of the source folders",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FilepathIsNotAbsoluteError","not-updated","The filename {0} is not an absolute path",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FolderIsExcluded","not-updated","The folder {0} is excluded due to rule {1}",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","FolderIsRootFolder","not-updated","The folder {0} is included because it is a source folder",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","IncludeFolderBrowseTitle","not-updated","Choose the folder to add for inclusion",""
"GUI\HelperControls\Strings\FilterEditor.zh-HK.resx","InvalidCharsInFilenameError","not-updated","The filename {0} has invalid characters",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","BytesName","not-updated","bytes",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","BytesPerSecond","not-updated","bytes/s",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","GBName","not-updated","GB",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","GBPerSecond","not-updated","GB/s",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","KBName","not-updated","kB",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","KBPerSecond","not-updated","kB/s",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","MBName","not-updated","MB",""
"GUI\HelperControls\Strings\SizeSelector.zh-HK.resx","MBPerSecond","not-updated","MB/s",""
"GUI\HelperControls\Strings\TestSearchSelection.zh-HK.resx","FileName","not-updated","File Name '{0}'",""
"GUI\HelperControls\Strings\TestSearchSelection.zh-HK.resx","FileType","not-updated","File Type '{0}'",""
"GUI\HelperControls\Strings\TestSearchSelection.zh-HK.resx","TotalSizeLabel","not-updated","Total {0} files at {1}",""
"GUI\HelperControls\Strings\WaitForOperation.zh-HK.resx","ReallyAbortQuestion","not-updated","Are you sure you want to abort the operation?",""
"GUI\HelperControls\Strings\WaitForOperation.zh-HK.resx","UserCancelled","not-updated","The user cancelled the operation",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","$this.Text","missing","Test Search Selection",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","btnCancel.Text","missing","Cancel",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","btnOK.Text","missing","OK",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","chFile.Text","missing","Filename",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","chFileExt.Text","missing","Ext",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","chPath.Text","missing","Path",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","chSize.Text","missing","Size",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","label1.Text","missing","Filters:",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","label2.Text","missing","Use context menu to add and remove filters",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","label3.Text","missing","Files to be included:",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","lbLoading.Text","missing","Scanning files, please wait....",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miExclude.Text","missing","Exclude",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miExcludeFileExt.Text","missing","Add file extension filter",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miExcludeFileName.Text","missing","Add filename filter",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miExcludeFilePath.Text","missing","File Path",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miInclude.Text","missing","Include",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miIncludeFileExt.Text","missing","Add file extension filter",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miIncludeFileName.Text","missing","Add filename filer",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","miIncludeFilePath.Text","missing","File path",""
"GUI\HelperControls\TestSearchSelection.zh-HK.resx","removeFilterToolStripMenuItem.Text","missing","Remove Filter",""
"GUI\HelperControls\ThreadPriorityPicker.zh-HK.resx","ThreadPriority.Items","missing","High (Not recommended)",""
"GUI\HelperControls\ThreadPriorityPicker.zh-HK.resx","ThreadPriority.Items1","missing","Above normal",""
"GUI\HelperControls\ThreadPriorityPicker.zh-HK.resx","ThreadPriority.Items2","missing","Normal",""
"GUI\HelperControls\ThreadPriorityPicker.zh-HK.resx","ThreadPriority.Items3","missing","Below normal",""
"GUI\HelperControls\ThreadPriorityPicker.zh-HK.resx","ThreadPriority.Items4","missing","Low",""
"GUI\HelperControls\ThreadPriorityPicker.zh-HK.resx","ThreadPriorityEnabled.Text","missing","Set thread priority",""
"GUI\HelperControls\WaitForOperation.zh-HK.resx","$this.Text","missing","WaitForOperation",""
"GUI\ListBackupFiles.zh-HK.resx","$this.Text","missing","Files in selected backup",""
"GUI\ListBackupFiles.zh-HK.resx","CancelBtn.Text","missing","Close",""
"GUI\ListBackupFiles.zh-HK.resx","groupBox1.Text","missing","Loading file list, please wait ...",""
"GUI\LogViewer.zh-HK.resx","$this.Text","missing","Log data",""
"GUI\MainForm.zh-HK.resx","$this.Text","missing","Duplicati Control Window",""
"GUI\MainForm.zh-HK.resx","controlToolStripMenuItem.Text","missing","Control",""
"GUI\MainForm.zh-HK.resx","DelayDuration05Menu.Text","missing","5 minutes",""
"GUI\MainForm.zh-HK.resx","DelayDuration15Menu.Text","missing","15 minutes",""
"GUI\MainForm.zh-HK.resx","DelayDuration30Menu.Text","missing","30 minutes",""
"GUI\MainForm.zh-HK.resx","DelayDuration60Menu.Text","missing","1 hour",""
"GUI\MainForm.zh-HK.resx","label1.Text","missing","Duplicati dummy window",""
"GUI\MainForm.zh-HK.resx","optionsToolStripMenuItem.Text","missing","Options...",""
"GUI\MainForm.zh-HK.resx","pausePeriodToolStripMenuItem.Text","missing","Pause period",""
"GUI\MainForm.zh-HK.resx","pauseToolStripMenuItem.Text","missing","Pause",""
"GUI\MainForm.zh-HK.resx","quitToolStripMenuItem.Text","missing","Quit",""
"GUI\MainForm.zh-HK.resx","statusToolStripMenuItem.Text","missing","Status",""
