"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageCleanup","updated","Cleanup (remove partial and unused files):
  Duplicati.CommandLine cleanup [options] <backend>","Cleanup (удалить неполные или неиспользуемые файлы)):
  Duplicati.CommandLine cleanup [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageCreateFolders","updated","Create folder (usually done automatically):
  Duplicati.CommandLine create-folder [options] <backend>","Создать папку (обычно выполняется автоматически):
  Duplicati.CommandLine create-folder [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageDeleteOld","updated","Delete old backups:
  Duplicati.CommandLine delete-all-but-n-full <number of full backups to keep> [options] <backend>
  Duplicati.CommandLine delete-older-than <max allowed age> [options] <backend>","Удалить старые резервные копии:
  Duplicati.CommandLine delete-all-but-n-full <number of full backups to keep> [options] <backend>
  Duplicati.CommandLine delete-older-than <max allowed age> [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageFilters","updated","Filters:
 Duplicati uses filters to include and exclude files.
  Duplicati uses a ""first-touch"" filter where the first rule that matches a file determines if the file is included or excluded. Internally Duplicati uses regular expression filters, but supports filters in the form of filename globbing. The order of the commandline arguments also determine what order they are applied in. An example:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Even though the last filter includes everything, no files named ""Thumbs.db"" are included because they match the exclude rule before the include rule. Paths are evaluated in full, and as paths that are relative to folder being backed up, but including a leading slash. An example:

{0}
  If a folder is excluded, files in that folder are always excluded, even if there are filters that include files in that folder. If a folder is included with a wildcard at the end, all files are included, if the folder is included without a wildcard, files may be excluded or included with extra rules.","Фильтры:
 Программа использует фильтры для включения или исключения файлов из списка копируемых.
  Программа использует ""first-touch"" где первое правило, которому соответствует файл, определяет, включать файл или исключать.Внутри программы в фильтрах используются регулярные выражения, но поддерживаются и filename globbing. Аргументы командной строки применяются в порядке их указания. Пример:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Хотя последний фильтр включает все файлы, файлы с именами ""Thumbs.db"" не включаются, так как они соответствуют правилу исключения, идущему раньше. Пути проверяются целиком, и пути относительно папки тоже копируются, но включая слэш в начале имени. Например:

{0}
   Если папка исключена, файлы из этой папки всегда исключаются, даже если есть фильтры, которые включают файлы из этой папку. Если папка включена согласно шаблону, то все файлы включены, если папка включается без шаблона, файлы могут быть исключены или включены дополнительными правилами фильтрации."
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageFindLastVersion","updated","Find the last version of a file:
  Duplicati.CommandLine find-last-version [options] --file-to-restore=<files to find> <backend>","Найти последнюю версию файла:
  Duplicati.CommandLine find-last-version [options] --file-to-restore=<files to find> <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageHeader","updated","********** Duplicati v. {0} **********

Usage:","**** Duplicati v. {0} - программа командной строки ****

Использование:"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageListContentFiles","updated","List content files (files that can be restored):
  Duplicati.CommandLine list-current-files [options] <backend>","Список файлов в копии (которые можно восстановить):
  Duplicati.CommandLine list-current-files [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageListFiles","updated","List files:
  Duplicati.CommandLine list [options] <backend>","Список файлов:
  Duplicati.CommandLine list [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageListSets","updated","List backup sets:
  Duplicati.CommandLine collection-status [options] <backend>","Список резервных копий:
  Duplicati.CommandLine collection-status [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageListSignatureFiles","updated","List signature files (files in a single backup volume set):
  Duplicati.CommandLine list-actual-signature-files [options] <backend>","Список файл подписей (файлы в одном наборе копий):
  Duplicati.CommandLine list-actual-signature-files [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageListSourceFolders","updated","List source folders (folders backed up from):
  Duplicati.CommandLine list-source-folders [options] <backend>","Список папок (из которых копируются файлы):
  Duplicati.CommandLine list-source-folders [options] <backend>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageOptionTypes","updated","Option types:
 The following option types are available:
  Integer: a numerical value
  Boolean: a truth value, --force and --force=true are equivalent. --force=false is the opposite
  Timespan: a time in the special time format (explained below)
  Size: a size like 5mb or 200kb
  Enumeration: any of the listed values
  Path: the path to a folder or file
  String: any other type","Типы ключей:
 Доступны следующие типы ключей:
  Integer: числовое значение
  Boolean: значение истины, --force и --force=true означают одно и то же. --force=false противоположно
  Timespan: время в специальном формате (объяснено ниже)
  Size: размер, например 5Мб или 200Кб
  Enumeration: какое-либо из списка значений
  Path: путь к папке или файлу
  String: все другие типы"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsagePurgeCache","updated","Purge signature cache:
  Duplicati.CommandLine purge-signature-cache [options]","Удалить кэш подписей:
  Duplicati.CommandLine purge-signature-cache [options]"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageRestore","updated","Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>","Restore (восстановить все или некоторые файлы):
  Duplicati.CommandLine [options] <backend> <destinationfolder>"
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageTimes","updated","Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.","Времена:
 Время можно указать так:
   1. строка ""now"", означает текущее время
   2. число секунд, прошедших с 0:00 1 января 1970 г., например 123456890
   3. строка типа ""2009-03-26T08:30:00+01:00""
   4: строка, в которой Y, M, W, D, h, m, s означает Год, Месяц, Неделю, День, час, минуту и секунду, например: ""1M4D"" - это 1 месяц и 4 дня, а ""5m"" - 5 минут."
"CommandLine\Strings\Program.ru-RU.resx","ProgramUsageVerify","updated","Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full","Проверить целостность резервной копии:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full"
"CommandLine\Strings\Program.ru-RU.resx","SupportedBackendsHeader","updated","Supported backends:","Поддерживаемые модули:"
"CommandLine\Strings\Program.ru-RU.resx","SupportedCompressionModulesHeader","updated","Supported compression modules:","Поддерживаемые модули сжатия:"
"CommandLine\Strings\Program.ru-RU.resx","SupportedEncryptionModulesHeader","updated","Supported encryption modules:","Поддерживаемые модули шифрования:"
"CommandLine\Strings\Program.ru-RU.resx","SupportedOptionsHeader","updated","Supported options:","Поддерживаемые ключи:"
"CommandLine\Strings\Program.ru-RU.resx","SymlinksHeader","unused","","Ярлыки"
"CommandLine\Strings\Program.ru-RU.resx","TimeParseError","updated","Unable to parse ""{0}"" into a time offset: {1}","Не преобразовать ""{0}"" в сдвиг по времени: {1}"
"CommandLine\Strings\Program.ru-RU.resx","UnhandledException","updated","An error occured: {0}","Ошибка: {0}"
"CommandLine\Strings\Program.ru-RU.resx","UnhandledInnerException","updated","The inner error message is: {0}","Внутрення ошибка: {0}"
"CommandLine\Strings\Program.ru-RU.resx","UsageExampleLinux","updated","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  В этом примере файл ""/home/user/file.txt"" не будет копироваться."
"CommandLine\Strings\Program.ru-RU.resx","UsageExampleWindows","updated","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  В этом примере файл  ""C:\Documents\Files\file.txt"" не будет копироваться."
"CommandLine\Strings\Program.ru-RU.resx","VerificationCompleted","updated","Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}","Проверка завершена, результаты:
Файл манифеста проверен: {0}
Файл подписи проверен: {1}
Файл с копиями проверен: {2}
Ошибки: {3}"
"CommandLine\Strings\Program.ru-RU.resx","VerificationErrorHeader","updated","Reported error messages:","Выданы сообщения об ошибках:"
"CommandLine\Strings\Program.ru-RU.resx","WrongNumberOfCommandsError_v2","updated","Found {0} commands but expected {1}, commands: 
{2}","Найдено {0} команд, а ожидалось {1}, команды: 
{2}"
"GUI\ApplicationSetup.ru-RU.resx","$this.Text","updated","Duplicati Options","Настройки"
"GUI\ApplicationSetup.ru-RU.resx","AdvancedTab.Text","updated","Advanced","Дополнительно"
"GUI\ApplicationSetup.ru-RU.resx","BalloonNotificationLevel.ToolTip","updated","Choose the level of notification given by balloon tips","Всплывающие сообщения"
"GUI\ApplicationSetup.ru-RU.resx","Bandwidth.ToolTip","updated","Set the initial bandwidth limits to use in Duplicati","Начальное ограничение полосы пропускания"
"GUI\ApplicationSetup.ru-RU.resx","BasicTab.Text","updated","Basic","Основное"
"GUI\ApplicationSetup.ru-RU.resx","CacheSizeLabel.Text","updated","Calculating cache size...","Подсчет размера кэша ..."
"GUI\ApplicationSetup.ru-RU.resx","CacheSizeLabel.ToolTip","unused","","Размер папки кэша"
"GUI\ApplicationSetup.ru-RU.resx","CancelBtn.Text","updated","Cancel","Отмена"
"GUI\ApplicationSetup.ru-RU.resx","ClearCacheButton.Text","updated","Clear cache","Очистить кэш"
"GUI\ApplicationSetup.ru-RU.resx","ClearCacheButton.ToolTip","updated","Clear any signature files stored in cache. Signatures will be re-downloaded on next backup.","Удалить все файлы подписей из кэша, они будут загружены снова при следующем копировании"
"GUI\ApplicationSetup.ru-RU.resx","CommonPassword.ToolTip","updated","Enter the default password to apply to new backups","Выберите модуль шифрования для всех новых копирований"
"GUI\ApplicationSetup.ru-RU.resx","EncryptionMethod.Text","updated","Encryption method:","Шифрование"
"GUI\ApplicationSetup.ru-RU.resx","EncryptionMethod.ToolTip","updated","Choose the default encryption module to use for new backups","Выберите модуль шифрования для всех новых копирований"
"GUI\ApplicationSetup.ru-RU.resx","EncryptionModule.ToolTip","updated","Choose the default encryption module to use for new backups","Выберите модуль шифрования для всех новых копирований"
"GUI\ApplicationSetup.ru-RU.resx","groupBox1.Text","updated","User interface","Настройки интерфейса пользователя"
"GUI\ApplicationSetup.ru-RU.resx","groupBox2.Text","updated","Cache","Настройки папки (Дополнительно)"
"GUI\ApplicationSetup.ru-RU.resx","groupBox4.Text","updated","Default throttle settings","Настройки копирования при старте"
"GUI\ApplicationSetup.ru-RU.resx","HideDonateButton.Text","missing","Hide Donate button on the main wizard page",""
"GUI\ApplicationSetup.ru-RU.resx","label1.Text","updated","Time to display past backups in log:","Показывать протокол в недавних"
"GUI\ApplicationSetup.ru-RU.resx","label1.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Как долго запись о копировании сохраняется в протоколе после завершения копирования"
"GUI\ApplicationSetup.ru-RU.resx","label2.Text","updated","Sections:","Разделы"
"GUI\ApplicationSetup.ru-RU.resx","label3.Text","updated","Language:","Язык интерфейса пользователя"
"GUI\ApplicationSetup.ru-RU.resx","label3.ToolTip","updated","Select user interface language (requires restart)","Выберите язык интерфейса пользователя (после изменения требуется перезапуск программы)"
"GUI\ApplicationSetup.ru-RU.resx","label4.Text","updated","Temporary folder:","Временная папка"
"GUI\ApplicationSetup.ru-RU.resx","label4.ToolTip","unused","","Укажите папку для временных файлов"
"GUI\ApplicationSetup.ru-RU.resx","label5.Text","unused","","Пароль"
"GUI\ApplicationSetup.ru-RU.resx","label5.ToolTip","unused","","Выберите модуль шифрования для всех новых копирований"
"GUI\ApplicationSetup.ru-RU.resx","label6.Text","updated","Content:","Содержание"
"GUI\ApplicationSetup.ru-RU.resx","label7.Text","updated","Time to wait after startup:","Пауза после запуска"
"GUI\ApplicationSetup.ru-RU.resx","label7.ToolTip","updated","Select the amount of time Duplicati is paused after startup","Укажите, как долго программа должна ждать на паузе после запуска"
"GUI\ApplicationSetup.ru-RU.resx","label8.Text","updated","Backup notifications:","Всплывающие сообщения"
"GUI\ApplicationSetup.ru-RU.resx","label8.ToolTip","updated","Choose the level of notification given by balloon tips","Выберите уровень серьезности всплывающих сообщений"
"GUI\ApplicationSetup.ru-RU.resx","LanguageSelection.ToolTip","updated","Choose the language for the user interface (requires restart)","Выберите язык интерфейса пользователя (после изменения требуется перезапуск программы)"
"GUI\ApplicationSetup.ru-RU.resx","LicenseLink.Text","updated","Homepage","Веб-сайт"
"GUI\ApplicationSetup.ru-RU.resx","LicenseLink.ToolTip","updated","Click to go to the homepage of the currently selected section","Нажмите для перехода на веб-сайт с выбранным разделом"
"GUI\ApplicationSetup.ru-RU.resx","LicenseSections.ToolTip","updated","Lists the available license sections","Список доступных разделов лицензии"
"GUI\ApplicationSetup.ru-RU.resx","LicenseTab.Text","updated","License","Лицензия"
"GUI\ApplicationSetup.ru-RU.resx","OKBtn.Text","missing","OK",""
"GUI\ApplicationSetup.ru-RU.resx","PasswordDefaultsGroup.Text","updated","Default password","Пароль применится ко всем новым копированиям"
"GUI\ApplicationSetup.ru-RU.resx","RecentDuration.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Как долго запись о копировании сохраняется в протоколе после завершения копирования"
"GUI\ApplicationSetup.ru-RU.resx","SignatureCacheEnabled.Text","updated","Signature cache:","Кэш подписей"
"GUI\ApplicationSetup.ru-RU.resx","SignatureCacheEnabled.ToolTip","updated","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster","Кэш подписей уменьшает объем загружаемых данных за счет их хранения на вашем компьютере. Включение этой функции ускоряет резервное копирование"
"GUI\ApplicationSetup.ru-RU.resx","SignatureCachePathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.ru-RU.resx","SignatureCachePathBrowse.ToolTip","updated","Browse for the signature cache folder","Указать папку кэша подписей"
"GUI\ApplicationSetup.ru-RU.resx","StartupDelayDuration.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Как долго программа должна ждать на паузе после запуска"
"GUI\ApplicationSetup.ru-RU.resx","TempPath.ToolTip","updated","Enter the path where Duplicati stores temporary files","Укажите папку для временных файлов"
"GUI\ApplicationSetup.ru-RU.resx","TempPathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.ru-RU.resx","TempPathBrowse.ToolTip","updated","Browse for the temporary folder","Указать папку для временных файлов"
"GUI\ApplicationSetup.ru-RU.resx","ThreadPriorityPicker.ToolTip","updated","Set the initial thread priority to be used by Duplicati","Начальный приоритет программы копирования"
"GUI\ApplicationSetup.ru-RU.resx","UseCommonPassword.Text","updated","Use password for new backups:","Использовать пароль для резервных копий"
"GUI\ApplicationSetup.ru-RU.resx","UseCommonPassword.ToolTip","updated","Enable this to use the same password for multiple backups","Разрешить использовать один пароль для всех копий"
"GUI\HelperControls\BackupFileList.ru-RU.resx","changeDestinationToolStripMenuItem.Text","updated","Change destination...","Изменить место хранения..."
"GUI\HelperControls\BackupFileList.ru-RU.resx","folderBrowserDialog.Description","updated","Select the folder to restore to","Выберите, куда восстанавливать"
"GUI\HelperControls\BackupFileList.ru-RU.resx","LoadingIndicator.Text","updated","Reading filelist, please wait ...","Читаем список файлов, подождите, пожалуйста..."
"GUI\HelperControls\BackupItems.ru-RU.resx","statusLabel.Text","updated","Loading list of backups","Загрузка списка копирований"
"GUI\HelperControls\BackupItems.ru-RU.resx","viewFilesToolStripMenuItem.Text","updated","View contents ...","Просмотр содержимого ..."
"GUI\HelperControls\BandwidthLimit.ru-RU.resx","DownloadLimitCheckbox.Text","updated","Download limit (restore)","Ограничение при загрузке"
"GUI\HelperControls\BandwidthLimit.ru-RU.resx","UploadLimitCheckbox.Text","updated","Upload limit (backup)","Ограничение при передаче"
"GUI\HelperControls\CommandLineOptionGrid.ru-RU.resx","argumentDataGridViewTextBoxColumn.HeaderText","updated","argument","аргумент"
"GUI\HelperControls\CommandLineOptionGrid.ru-RU.resx","dataGridViewTextBoxColumn1.HeaderText","updated","argument","аргумент"
"GUI\HelperControls\CommandLineOptionGrid.ru-RU.resx","enabledDataGridViewCheckBoxColumn.HeaderText","updated","Enabled","Разрешено"
"GUI\HelperControls\CommandLineOptionGrid.ru-RU.resx","nameDataGridViewTextBoxColumn.HeaderText","updated","Name","Название"
"GUI\HelperControls\CommandLineOptionGrid.ru-RU.resx","valueDataGridViewTextBoxColumn.HeaderText","updated","Value","Значение"
"GUI\HelperControls\DurationEditor.ru-RU.resx","CustomDuration.Error","missing","s",""
"GUI\HelperControls\DurationEditor.ru-RU.resx","EasyDuration.Items","updated","Each day","Ежедневно"
"GUI\HelperControls\DurationEditor.ru-RU.resx","EasyDuration.Items1","updated","Each week","Еженедельно"
"GUI\HelperControls\DurationEditor.ru-RU.resx","EasyDuration.Items2","updated","Each second week","Раз в две недели"
"GUI\HelperControls\DurationEditor.ru-RU.resx","EasyDuration.Items3","updated","Each month","Ежемесячно"
"GUI\HelperControls\DurationEditor.ru-RU.resx","EasyDuration.Items4","updated","Custom ...","По-своему ..."
"GUI\HelperControls\FilterDialog.ru-RU.resx","$this.Text","missing","FilterDialog",""
"GUI\HelperControls\FilterDialog.ru-RU.resx","BrowseFileButton.Text","missing","...",""
"GUI\HelperControls\FilterDialog.ru-RU.resx","CancelBtn.Text","updated","Cancel","Отмена"
"GUI\HelperControls\FilterDialog.ru-RU.resx","Exclusive.Text","updated","Exclude files matching the filter","Исключить файлы, отвечающие шаблону"
"GUI\HelperControls\FilterDialog.ru-RU.resx","folderBrowserDialog.Description","updated","Select the folder path to use for the filter","Выберите путь к папке для фильтра"
"GUI\HelperControls\FilterDialog.ru-RU.resx","HelpLink.Text","updated","Filter help","Помощь по фильтру"
"GUI\HelperControls\FilterDialog.ru-RU.resx","Inclusive.Text","updated","Include files matching the filter","Включить файлы, отвечающие шаблону"
"GUI\HelperControls\FilterDialog.ru-RU.resx","IsRegExp.Text","updated","Filter is regular expression","Шаблон - регулярное выражение"
"GUI\HelperControls\FilterDialog.ru-RU.resx","label1.Text","updated","Filter","Шаблон"
"GUI\HelperControls\FilterDialog.ru-RU.resx","OKBtn.Text","missing","OK",""
"GUI\HelperControls\FilterDialog.ru-RU.resx","openFileDialog.Filter","updated","All files (*.*)|*.*","Все файлы (*.*)|*.*"
"GUI\HelperControls\FilterDialog.ru-RU.resx","openFileDialog.Title","updated","Select the file to use for the filter","Выбрать файлы для использования с фильтром"
"GUI\HelperControls\FilterEditor.ru-RU.resx","AddFilterButton.ToolTipText","updated","Add a new filter","Добавить новый фильтр"
"GUI\HelperControls\FilterEditor.ru-RU.resx","btnTestSearch.Text","updated","Test Search Selection...","Выбор тестового поиска..."
"GUI\HelperControls\FilterEditor.ru-RU.resx","EditFilterButton.ToolTipText","updated","Edit the selected filter","Изменить выбранный фильтр"
"GUI\HelperControls\FilterEditor.ru-RU.resx","ExcludeFolderButton.ToolTipText","updated","Adds an excluded folder to the list","Добавить исключенную папку в список"
"GUI\HelperControls\FilterEditor.ru-RU.resx","groupBox1.Text","updated","Filters","Фильтры:"
"GUI\HelperControls\FilterEditor.ru-RU.resx","HelpButton.Text","updated","Filter help","Помощь по фильтру"
"GUI\HelperControls\FilterEditor.ru-RU.resx","HelpButton.ToolTipText","updated","Opens the Duplicati Filter usage Wiki page","Открывает страницу помощи по фильтрам"
"GUI\HelperControls\FilterEditor.ru-RU.resx","IncludeFolderButton.ToolTipText","updated","Adds an included folder to the list","Добавляет включенную папку к списку"
"GUI\HelperControls\FilterEditor.ru-RU.resx","label1.Text","updated","Test a filename:","Проверить имя файла"
"GUI\HelperControls\FilterEditor.ru-RU.resx","MoveFilterBottomButton.ToolTipText","updated","Move the selected filter to the bottom","Передвинуть выбранный фильтр в самый низ"
"GUI\HelperControls\FilterEditor.ru-RU.resx","MoveFilterDownButton.ToolTipText","updated","Move the selected filter down","Передвинуть выбранный фильтр вниз"
"GUI\HelperControls\FilterEditor.ru-RU.resx","MoveFilterTopButton.ToolTipText","updated","Move the selected filter to the top","Передвинуть выбранный фильтр наверх"
"GUI\HelperControls\FilterEditor.ru-RU.resx","MoveFilterUpButton.ToolTipText","updated","Move the selected filter up","Передвинуть выбранный фильтр вверх"
"GUI\HelperControls\FilterEditor.ru-RU.resx","RemoveFilterButton.ToolTipText","updated","Remove the selected filter","Удалить выбранный фильтр"
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","BrowseFolderButton.Text","missing","...",""
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","BrowseFolderButton.ToolTip","updated","Click to browse for a folder","Нажмите, чтобы выбрать папку"
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","DeleteButton.ToolTip","updated","Click to remove the entry","Нажмите, чтобы удалить"
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","FolderPath.ToolTip","updated","Enter the path to the folder here","Введите путь к папке здесь"
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","SizeLabel.Text","missing","(...)",""
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","SizeLabel.ToolTip","updated","The size of the selected folder","Размер выбранной папки"
"GUI\HelperControls\Strings\BackupFileList.ru-RU.resx","RootNodeTooltip","updated","Source folder {0}
Target folder: {1}
Right click to change target folder","Исходная папка {0}
Папка назначения: {1}
Для изменения папки назначения используйте правую кнопку мыши"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","ErrorStatusDisplay","updated","Error: {0}","Ошибка: {0}"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","NoDataReceived","updated","No data received","Данные не получены"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","OperationCancelled","updated","Cancelled","Отменено"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","TooltipFullBackup","updated","Full backup","Полное копирование"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","TooltipFullBackupWithSize","updated","Full backup - {0}","Полное копирование - {0}"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","TooltipIncrementalBackup","updated","Incremental backup","Инкрементальное копирование"
"GUI\HelperControls\Strings\BackupItems.ru-RU.resx","TooltipIncrementalBackupWithSize","updated","Incremental backup - {0}, chain: {1}","Инкрементальное копирование - {0}, цепочка: {1}"
"GUI\HelperControls\Strings\BackupTreeView.ru-RU.resx","ConfirmDeleteFolder","updated","Do you want to delete the folder {0} and all the backups contained in it?","Хотите удалить папку {0} и все копии в ней?"
"GUI\HelperControls\Strings\BackupTreeView.ru-RU.resx","ConfirmRemoveBackup","updated","Remove the backup '{0}' ?","Удалить копирование '{0}' ?"
"GUI\HelperControls\Strings\BackupTreeView.ru-RU.resx","NewBackup","updated","New Backup","Новое копирование"
"GUI\HelperControls\Strings\BackupTreeView.ru-RU.resx","NewFolder","updated","New Folder","Новая папка"
