"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageOptionTypes","updated","Option types:
 The following option types are available:
  Integer: a numerical value
  Boolean: a truth value, --force and --force=true are equivalent. --force=false is the opposite
  Timespan: a time in the special time format (explained below)
  Size: a size like 5mb or 200kb
  Enumeration: any of the listed values
  Path: the path to a folder or file
  String: any other type","Tipos de opções:
 Os seguintes tipos de opções estão disponíveis:
  Inteiro: um valor numérico
  Booleano: um valor verdade, --force e --force=true são equivalentes. --force=false é o oposto
  Intervalo de tempo: um intervalo de tempo em um formato especial (explicado a seguir)
  Tamanho: um tamanho como 5mb ou 200kb
  Enumeração: qualquer um dos valores listados
  Caminho: o caminho para uma pasta ou arquivo
  Cadeia de caracteres: qualquer outro tipo"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsagePurgeCache","updated","Purge signature cache:
  Duplicati.CommandLine purge-signature-cache [options]","Apagar cache de assinaturas:
  Duplicati.CommandLine purge-signature-cache [opções]"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageRestore","updated","Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>","Restaurar (restaurar todos ou alguns arquivos):
  Duplicati.CommandLine [opções] <armazenamento> <pasta de destino>"
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageTimes","updated","Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.","Intervalos de tempo:
 Duplicati utiliza o sistema de tempo do duplicity, onde o mesmo é representado assim:
  1: a palavra ""now"", indica o tempo atual
  2: o número de segundos depois do epoch, eg: 123456890
  3: uma cadeia de caracteres como ""2009-03-26T08:30:00+01:00""
  4: um intervalo, utilizando Y, M, W, D, h, m, s para Ano, Mês, Semana, Dia, hora, minuto ou segundo, ex: ""1M4D"" para um mês e quatro dias, ou ""5m"" para cinco minutos."
"CommandLine\Strings\Program.pt-BR.resx","ProgramUsageVerify","updated","Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full","Verificar integridade do backup:
  Duplicati.CommandLine verify <armazenamento> --verification-level=manifest|signatures|full"
"CommandLine\Strings\Program.pt-BR.resx","SupportedBackendsHeader","updated","Supported backends:","Protocolos suportados:"
"CommandLine\Strings\Program.pt-BR.resx","SupportedCompressionModulesHeader","updated","Supported compression modules:","Módulos de compressão suportados:"
"CommandLine\Strings\Program.pt-BR.resx","SupportedEncryptionModulesHeader","updated","Supported encryption modules:","Módulos de criptografia suportados:"
"CommandLine\Strings\Program.pt-BR.resx","SupportedOptionsHeader","updated","Supported options:","Opções suportadas:"
"CommandLine\Strings\Program.pt-BR.resx","TimeParseError","updated","Unable to parse ""{0}"" into a time offset: {1}","Não foi possível converter ""{0}"" em uma variação de tempo: {1}"
"CommandLine\Strings\Program.pt-BR.resx","UnhandledException","updated","An error occured: {0}","Ocorreu um erro: {0}"
"CommandLine\Strings\Program.pt-BR.resx","UnhandledInnerException","updated","The inner error message is: {0}","A mensagem de erro é: {0}"
"CommandLine\Strings\Program.pt-BR.resx","UsageExampleLinux","updated","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  Neste exemplo o arquivo ""/home/user/file.txt"" é excluido."
"CommandLine\Strings\Program.pt-BR.resx","UsageExampleWindows","updated","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  Neste exemplo o arquivo ""C:\Documents\Files\file.txt"" é excluido."
"CommandLine\Strings\Program.pt-BR.resx","VerificationCompleted","updated","Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}","Verificação terminada, resumo:
Manifestos verificados: {0}
Assinatura verificadas: {1}
Conteúdo verificado: {2}
Erros: {3}"
"CommandLine\Strings\Program.pt-BR.resx","VerificationErrorHeader","updated","Reported error messages:","Mensagens de erro reportadas:"
"CommandLine\Strings\Program.pt-BR.resx","WrongNumberOfCommandsError_v2","updated","Found {0} commands but expected {1}, commands: 
{2}","Esperado {1} mas encontrados {0}, comandos: 
{2}"
"GUI\ApplicationSetup.pt-BR.resx","$this.Text","updated","Duplicati Options","Configuração do Duplicati"
"GUI\ApplicationSetup.pt-BR.resx","AdvancedTab.Text","updated","Advanced","Avançado"
"GUI\ApplicationSetup.pt-BR.resx","BalloonNotificationLevel.ToolTip","updated","Choose the level of notification given by balloon tips","Escolha o nível de notificação das dicas"
"GUI\ApplicationSetup.pt-BR.resx","Bandwidth.ToolTip","updated","Set the initial bandwidth limits to use in Duplicati","Defina os valores iniciais de banda para o Duplicati"
"GUI\ApplicationSetup.pt-BR.resx","BasicTab.Text","updated","Basic","Básico"
"GUI\ApplicationSetup.pt-BR.resx","CacheSizeLabel.Text","updated","Calculating cache size...","Calculando tamanho do cache ..."
"GUI\ApplicationSetup.pt-BR.resx","CacheSizeLabel.ToolTip","unused","","Tamanho da pasta de cache atual"
"GUI\ApplicationSetup.pt-BR.resx","CancelBtn.Text","updated","Cancel","Cancelar"
"GUI\ApplicationSetup.pt-BR.resx","ClearCacheButton.Text","updated","Clear cache","Eliminar cache"
"GUI\ApplicationSetup.pt-BR.resx","ClearCacheButton.ToolTip","updated","Clear any signature files stored in cache. Signatures will be re-downloaded on next backup.","Limpar quaisquer arquivos de assinatura armazenados em cache, eles serão descarregados novamente a próxima vez que o backup for ativado"
"GUI\ApplicationSetup.pt-BR.resx","CommonPassword.ToolTip","updated","Enter the default password to apply to new backups","Digite a senha padrão para os novos backups"
"GUI\ApplicationSetup.pt-BR.resx","EncryptionMethod.Text","updated","Encryption method:","Tipo de Criptografia"
"GUI\ApplicationSetup.pt-BR.resx","EncryptionMethod.ToolTip","updated","Choose the default encryption module to use for new backups","Selecione a criptografia padrão para os novos backups"
"GUI\ApplicationSetup.pt-BR.resx","EncryptionModule.ToolTip","updated","Choose the default encryption module to use for new backups","Selecione a criptografia padrão para os novos backups"
"GUI\ApplicationSetup.pt-BR.resx","groupBox1.Text","updated","User interface","Configurações da interface de usuário"
"GUI\ApplicationSetup.pt-BR.resx","groupBox2.Text","updated","Cache","Configurações adicionais (Avançado)"
"GUI\ApplicationSetup.pt-BR.resx","groupBox4.Text","updated","Default throttle settings","Configurações de backup utilizadas na inicialização"
"GUI\ApplicationSetup.pt-BR.resx","HideDonateButton.Text","updated","Hide Donate button on the main wizard page","Ocultar botão de doação na página principal do assistente"
"GUI\ApplicationSetup.pt-BR.resx","HideDonateButton.ToolTip","unused","","Marque esta caixa para não exibir o botão de doação no assistente"
"GUI\ApplicationSetup.pt-BR.resx","label1.Text","updated","Time to display past backups in log:","Tempo que um backup será exibido"
"GUI\ApplicationSetup.pt-BR.resx","label1.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Selecione o tempo em que o relatório de backup será exibido após sua finalização"
"GUI\ApplicationSetup.pt-BR.resx","label2.Text","updated","Sections:","Sessões"
"GUI\ApplicationSetup.pt-BR.resx","label3.Text","updated","Language:","Idioma da interface"
"GUI\ApplicationSetup.pt-BR.resx","label3.ToolTip","updated","Select user interface language (requires restart)","Selecione o idioma que será utilizado na interface (requer reiniciar)"
"GUI\ApplicationSetup.pt-BR.resx","label4.Text","updated","Temporary folder:","Pasta temporária"
"GUI\ApplicationSetup.pt-BR.resx","label4.ToolTip","unused","","Digite o caminho onde o Duplicati irá armazenar os arquivos temporários"
"GUI\ApplicationSetup.pt-BR.resx","label5.Text","unused","","Senha"
"GUI\ApplicationSetup.pt-BR.resx","label5.ToolTip","unused","","Digite a senha padrão que será utilizada para os novos backups"
"GUI\ApplicationSetup.pt-BR.resx","label6.Text","updated","Content:","Conteúdo"
"GUI\ApplicationSetup.pt-BR.resx","label7.Text","updated","Time to wait after startup:","Período para pausar após o inicio"
"GUI\ApplicationSetup.pt-BR.resx","label7.ToolTip","updated","Select the amount of time Duplicati is paused after startup","Selecione o período de tempo que o Duplicati é parado após inicializar"
"GUI\ApplicationSetup.pt-BR.resx","label8.Text","updated","Backup notifications:","Notificações por balões"
"GUI\ApplicationSetup.pt-BR.resx","label8.ToolTip","updated","Choose the level of notification given by balloon tips","Escolha o nível de detalhe das notificações"
"GUI\ApplicationSetup.pt-BR.resx","LanguageSelection.ToolTip","updated","Choose the language for the user interface (requires restart)","Escolha o idioma para a interface de usuário (requer reiniciar)"
"GUI\ApplicationSetup.pt-BR.resx","LicenseLink.Text","updated","Homepage","Página inicial"
"GUI\ApplicationSetup.pt-BR.resx","LicenseLink.ToolTip","updated","Click to go to the homepage of the currently selected section","Clique para ir à página inicial da seção escolhida"
"GUI\ApplicationSetup.pt-BR.resx","LicenseSections.ToolTip","updated","Lists the available license sections","Listar as seções de licensa disponíveis"
"GUI\ApplicationSetup.pt-BR.resx","LicenseTab.Text","updated","License","Licença"
"GUI\ApplicationSetup.pt-BR.resx","OKBtn.Text","missing","OK",""
"GUI\ApplicationSetup.pt-BR.resx","PasswordDefaultsGroup.Text","updated","Default password","Configurações de senha para novos backups"
"GUI\ApplicationSetup.pt-BR.resx","RecentDuration.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Selecione o tempo que um backup é exibido na tela de log depois de finalizado"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCacheEnabled.Text","updated","Signature cache:","Cache assinaturas"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCacheEnabled.ToolTip","updated","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster","O cache de assinaturas limita a quantidade de dados que o Duplicati precisa fazer download, mantendo uma cópia local, ativando esta opção acelera o backup"
"GUI\ApplicationSetup.pt-BR.resx","SignatureCachePathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.pt-BR.resx","SignatureCachePathBrowse.ToolTip","updated","Browse for the signature cache folder","Exibir a pasta de cache de assinaturas"
"GUI\ApplicationSetup.pt-BR.resx","StartupDelayDuration.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Selecione o período de tempo que o Duplicati é parado após inicializar"
"GUI\ApplicationSetup.pt-BR.resx","TempPath.ToolTip","updated","Enter the path where Duplicati stores temporary files","Digite o caminho onde o Duplicati irá armazenar os arquivos temporários"
"GUI\ApplicationSetup.pt-BR.resx","TempPathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.pt-BR.resx","TempPathBrowse.ToolTip","updated","Browse for the temporary folder","Exibir a pasta temporária"
"GUI\ApplicationSetup.pt-BR.resx","ThreadPriorityPicker.ToolTip","updated","Set the initial thread priority to be used by Duplicati","Definir a prioridade de processo inicial a ser utilizado pelo Duplicati"
"GUI\ApplicationSetup.pt-BR.resx","UseCommonPassword.Text","updated","Use password for new backups:","Usar uma senha para proteger os backups"
"GUI\ApplicationSetup.pt-BR.resx","UseCommonPassword.ToolTip","updated","Enable this to use the same password for multiple backups","Ative esta opção para utilizar a mesma senha em multiplos backups"
"GUI\HelperControls\BackupFileList.pt-BR.resx","changeDestinationToolStripMenuItem.Text","updated","Change destination...","Alterar destino..."
"GUI\HelperControls\BackupFileList.pt-BR.resx","folderBrowserDialog.Description","updated","Select the folder to restore to","Selecione a pasta de destino"
"GUI\HelperControls\BackupFileList.pt-BR.resx","LoadingIndicator.Text","updated","Reading filelist, please wait ...","Lendo lista de arquivos, aguarde ..."
"GUI\HelperControls\BackupItems.pt-BR.resx","statusLabel.Text","updated","Loading list of backups","Carregando lista de backups"
"GUI\HelperControls\BackupItems.pt-BR.resx","viewFilesToolStripMenuItem.Text","updated","View contents ...","Ver conteúdo ..."
"GUI\HelperControls\BandwidthLimit.pt-BR.resx","DownloadLimitCheckbox.Text","updated","Download limit (restore)","Limite de download (restauração)"
"GUI\HelperControls\BandwidthLimit.pt-BR.resx","UploadLimitCheckbox.Text","updated","Upload limit (backup)","Limite de upload (backup)"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","argumentDataGridViewTextBoxColumn.HeaderText","missing","argument",""
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","dataGridViewTextBoxColumn1.HeaderText","missing","argument",""
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","enabledDataGridViewCheckBoxColumn.HeaderText","updated","Enabled","Ativado"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","nameDataGridViewTextBoxColumn.HeaderText","updated","Name","Nome"
"GUI\HelperControls\CommandLineOptionGrid.pt-BR.resx","valueDataGridViewTextBoxColumn.HeaderText","updated","Value","Valor"
"GUI\HelperControls\DurationEditor.pt-BR.resx","CustomDuration.Error","missing","s",""
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items","updated","Each day","Todo dia"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items1","updated","Each week","Toda semana"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items2","updated","Each second week","Toda segunda semana"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items3","updated","Each month","Todo mês"
"GUI\HelperControls\DurationEditor.pt-BR.resx","EasyDuration.Items4","updated","Custom ...","Personalizado"
"GUI\HelperControls\FilterDialog.pt-BR.resx","$this.Text","updated","FilterDialog","Configurações de Filtro"
"GUI\HelperControls\FilterDialog.pt-BR.resx","BrowseFileButton.Text","missing","...",""
"GUI\HelperControls\FilterDialog.pt-BR.resx","CancelBtn.Text","updated","Cancel","Cancelar"
"GUI\HelperControls\FilterDialog.pt-BR.resx","Exclusive.Text","updated","Exclude files matching the filter","Excluir arquivos que correspondam ao filtro"
"GUI\HelperControls\FilterDialog.pt-BR.resx","folderBrowserDialog.Description","updated","Select the folder path to use for the filter","Selecione o caminho para usar no filtro"
"GUI\HelperControls\FilterDialog.pt-BR.resx","HelpLink.Text","updated","Filter help","Ajuda do filtro"
"GUI\HelperControls\FilterDialog.pt-BR.resx","Inclusive.Text","updated","Include files matching the filter","Incluir arquivos que correspondam ao filtro"
"GUI\HelperControls\FilterDialog.pt-BR.resx","IsRegExp.Text","updated","Filter is regular expression","Usar expressão regular"
"GUI\HelperControls\FilterDialog.pt-BR.resx","label1.Text","updated","Filter","Filtro"
"GUI\HelperControls\FilterDialog.pt-BR.resx","OKBtn.Text","missing","OK",""
"GUI\HelperControls\FilterDialog.pt-BR.resx","openFileDialog.Filter","updated","All files (*.*)|*.*","Todos arquivos (*.*)|*.*"
"GUI\HelperControls\FilterDialog.pt-BR.resx","openFileDialog.Title","updated","Select the file to use for the filter","Selecione o arquivo para usar no filtro"
"GUI\HelperControls\FilterEditor.pt-BR.resx","AddFilterButton.ToolTipText","updated","Add a new filter","Adicionar novo filtro"
"GUI\HelperControls\FilterEditor.pt-BR.resx","btnTestSearch.Text","updated","Test Search Selection...","Testar seleção de pesquisa"
"GUI\HelperControls\FilterEditor.pt-BR.resx","EditFilterButton.ToolTipText","updated","Edit the selected filter","Editar o filtro selecionado"
"GUI\HelperControls\FilterEditor.pt-BR.resx","ExcludeFolderButton.ToolTipText","updated","Adds an excluded folder to the list","Adiciona uma pasta excluida à lista"
"GUI\HelperControls\FilterEditor.pt-BR.resx","groupBox1.Text","updated","Filters","Filtros"
"GUI\HelperControls\FilterEditor.pt-BR.resx","HelpButton.Text","updated","Filter help","Ajuda do filtro"
"GUI\HelperControls\FilterEditor.pt-BR.resx","HelpButton.ToolTipText","updated","Opens the Duplicati Filter usage Wiki page","Abre a página wiki de uso dos filtros"
"GUI\HelperControls\FilterEditor.pt-BR.resx","IncludeFolderButton.ToolTipText","updated","Adds an included folder to the list","Adiciona uma pasta incluida à lista"
"GUI\HelperControls\FilterEditor.pt-BR.resx","label1.Text","updated","Test a filename:","Testar um arquivo"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterBottomButton.ToolTipText","updated","Move the selected filter to the bottom","Mover filtro selecionado para o fim"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterDownButton.ToolTipText","updated","Move the selected filter down","Mover filtro selecionado para baixo"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterTopButton.ToolTipText","updated","Move the selected filter to the top","Mover filtro selecionado para o topo"
"GUI\HelperControls\FilterEditor.pt-BR.resx","MoveFilterUpButton.ToolTipText","updated","Move the selected filter up","Mover filtro selecionado para cima"
"GUI\HelperControls\FilterEditor.pt-BR.resx","RemoveFilterButton.ToolTipText","updated","Remove the selected filter","Remover o filtro selecionado"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","BrowseFolderButton.Text","missing","...",""
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","BrowseFolderButton.ToolTip","updated","Click to browse for a folder","Clique para exibir uma pasta"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","DeleteButton.ToolTip","updated","Click to remove the entry","Clique para remover a entrada"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","FolderPath.ToolTip","updated","Enter the path to the folder here","Digite o caminho para a pasta aqui"
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","SizeLabel.Text","missing","(...)",""
"GUI\HelperControls\FolderPathEntry.pt-BR.resx","SizeLabel.ToolTip","updated","The size of the selected folder","O tamanho da pasta selecionada"
"GUI\HelperControls\Strings\BackupFileList.pt-BR.resx","RootNodeTooltip","updated","Source folder {0}
Target folder: {1}
Right click to change target folder","Pasta de origem: {0}
Pasta de destino: {1}
Clique com o botão direito para alterar a pasta de destino"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","ErrorStatusDisplay","updated","Error: {0}","Erro: {0}"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","NoDataReceived","updated","No data received","Nenhuma informação recebida"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","OperationCancelled","updated","Cancelled","Cancelado"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","TooltipFullBackup","updated","Full backup","Backup completo"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","TooltipFullBackupWithSize","updated","Full backup - {0}","Backup completo - {0}"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","TooltipIncrementalBackup","updated","Incremental backup","Backup incremental"
"GUI\HelperControls\Strings\BackupItems.pt-BR.resx","TooltipIncrementalBackupWithSize","updated","Incremental backup - {0}, chain: {1}","Backup incremental - {0}, chain: {1}"
