"CommandLine\Strings\Program.tr-TR.resx","ModuleIsNotLoadedAutomatically","not-updated","Module is not loaded atomatically, use --enable-module to load it",""
"CommandLine\Strings\Program.tr-TR.resx","NewFilesHeader","not-updated","New files",""
"CommandLine\Strings\Program.tr-TR.resx","NewOrModifiedFilesHeader","not-updated","New/Modified files",""
"CommandLine\Strings\Program.tr-TR.resx","ParametersFileOptionLong","not-updated","This option can be used to store some or all of the options given to the commandline client. The file must be a plain text file, UTF-8 encoding is preferred. Each line in the file should be of the format --option=value. The special options --source and --target can be used to override the localpath and the remote destination uri, respectively. The options in this file take precedence over the options provided on the commandline. You cannot specify filters in both the file and on the commandline.",""
"CommandLine\Strings\Program.tr-TR.resx","ParametersFileOptionShort","not-updated","Path to a file with parameters",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageBackend","not-updated","A <backend> is identified by an url like ftp://host/ or ssh://server/.
 Using this system, Duplicati can detect if you want to backup or restore.
 The cleanup and delete commands do not delete files, unless the --force option is specified, so you may examine what files are affected, before actually deleting the files.
 The cleanup command should not be used unless a backup was interrupted and has left partial files. Duplicati will inform you if this happens.
 The delete command can be used to remove backup sets when newer backups are present.",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageBackup","not-updated","Backup (make a full or incremental backup):
  Duplicati.CommandLine [full] [options] <sourcefolder> <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageCleanup","not-updated","Cleanup (remove partial and unused files):
  Duplicati.CommandLine cleanup [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageCreateFolders","not-updated","Create folder (usually done automatically):
  Duplicati.CommandLine create-folder [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageDeleteOld","not-updated","Delete old backups:
  Duplicati.CommandLine delete-all-but-n-full <number of full backups to keep> [options] <backend>
  Duplicati.CommandLine delete-older-than <max allowed age> [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageFilters","not-updated","Filters:
 Duplicati uses filters to include and exclude files.
  Duplicati uses a ""first-touch"" filter where the first rule that matches a file determines if the file is included or excluded. Internally Duplicati uses regular expression filters, but supports filters in the form of filename globbing. The order of the commandline arguments also determine what order they are applied in. An example:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Even though the last filter includes everything, no files named ""Thumbs.db"" are included because they match the exclude rule before the include rule. Paths are evaluated in full, and as paths that are relative to folder being backed up, but including a leading slash. An example:

{0}
  If a folder is excluded, files in that folder are always excluded, even if there are filters that include files in that folder. If a folder is included with a wildcard at the end, all files are included, if the folder is included without a wildcard, files may be excluded or included with extra rules.",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageFindLastVersion","not-updated","Find the last version of a file:
  Duplicati.CommandLine find-last-version [options] --file-to-restore=<files to find> <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageHeader","not-updated","********** Duplicati v. {0} **********

Usage:",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageListContentFiles","not-updated","List content files (files that can be restored):
  Duplicati.CommandLine list-current-files [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageListFiles","not-updated","List files:
  Duplicati.CommandLine list [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageListSets","not-updated","List backup sets:
  Duplicati.CommandLine collection-status [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageListSignatureFiles","not-updated","List signature files (files in a single backup volume set):
  Duplicati.CommandLine list-actual-signature-files [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageListSourceFolders","not-updated","List source folders (folders backed up from):
  Duplicati.CommandLine list-source-folders [options] <backend>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageOptionTypes","not-updated","Option types:
 The following option types are available:
  Integer: a numerical value
  Boolean: a truth value, --force and --force=true are equivalent. --force=false is the opposite
  Timespan: a time in the special time format (explained below)
  Size: a size like 5mb or 200kb
  Enumeration: any of the listed values
  Path: the path to a folder or file
  String: any other type",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsagePurgeCache","not-updated","Purge signature cache:
  Duplicati.CommandLine purge-signature-cache [options]",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageRestore","not-updated","Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageTimes","not-updated","Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.",""
"CommandLine\Strings\Program.tr-TR.resx","ProgramUsageVerify","not-updated","Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full",""
"CommandLine\Strings\Program.tr-TR.resx","SupportedBackendsHeader","not-updated","Supported backends:",""
"CommandLine\Strings\Program.tr-TR.resx","SupportedCompressionModulesHeader","not-updated","Supported compression modules:",""
"CommandLine\Strings\Program.tr-TR.resx","SupportedEncryptionModulesHeader","not-updated","Supported encryption modules:",""
"CommandLine\Strings\Program.tr-TR.resx","SupportedOptionsHeader","not-updated","Supported options:",""
"CommandLine\Strings\Program.tr-TR.resx","TimeParseError","not-updated","Unable to parse ""{0}"" into a time offset: {1}",""
"CommandLine\Strings\Program.tr-TR.resx","UnhandledException","not-updated","An error occured: {0}",""
"CommandLine\Strings\Program.tr-TR.resx","UnhandledInnerException","not-updated","The inner error message is: {0}",""
"CommandLine\Strings\Program.tr-TR.resx","UsageExampleLinux","not-updated","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.",""
"CommandLine\Strings\Program.tr-TR.resx","UsageExampleWindows","not-updated","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.",""
"CommandLine\Strings\Program.tr-TR.resx","VerificationCompleted","not-updated","Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}",""
"CommandLine\Strings\Program.tr-TR.resx","VerificationErrorHeader","not-updated","Reported error messages:",""
"CommandLine\Strings\Program.tr-TR.resx","WrongNumberOfCommandsError_v2","not-updated","Found {0} commands but expected {1}, commands: 
{2}",""
"GUI\ApplicationSetup.tr-TR.resx","$this.Text","updated","Duplicati Options","Duplicati Opsiyonlar"
"GUI\ApplicationSetup.tr-TR.resx","AdvancedTab.Text","updated","Advanced","Gelismis"
"GUI\ApplicationSetup.tr-TR.resx","BalloonNotificationLevel.ToolTip","updated","Choose the level of notification given by balloon tips","Baloncuk tipi hatirlatmalarin katmanini seciniz"
"GUI\ApplicationSetup.tr-TR.resx","Bandwidth.ToolTip","updated","Set the initial bandwidth limits to use in Duplicati","Duplicati'nin kullanmasi icin internet bant genisligini kararlastirin"
"GUI\ApplicationSetup.tr-TR.resx","BasicTab.Text","updated","Basic","Basit"
"GUI\ApplicationSetup.tr-TR.resx","CacheSizeLabel.Text","updated","Calculating cache size...","Onbellek boyutu hesaplaniyor..."
"GUI\ApplicationSetup.tr-TR.resx","CancelBtn.Text","updated","Cancel","Iptal"
"GUI\ApplicationSetup.tr-TR.resx","ClearCacheButton.Text","updated","Clear cache","Onbellegi temizle"
"GUI\ApplicationSetup.tr-TR.resx","ClearCacheButton.ToolTip","updated","Clear any signature files stored in cache. Signatures will be re-downloaded on next backup.","Onbellekte saklanmis tum imzalari temizle. Imzalar bir sonraki yedekleme sirasinda yeniden indirilecektir."
"GUI\ApplicationSetup.tr-TR.resx","CommonPassword.ToolTip","updated","Enter the default password to apply to new backups","Mevcut sifreyi girerek yeni yedeklemeleri uygulayin"
"GUI\ApplicationSetup.tr-TR.resx","EncryptionMethod.Text","updated","Encryption method:","Sifreleme yontemi"
"GUI\ApplicationSetup.tr-TR.resx","EncryptionMethod.ToolTip","updated","Choose the default encryption module to use for new backups","Varsayilan sifreleme yontemini yeni yedeklemeler icin kullan"
"GUI\ApplicationSetup.tr-TR.resx","EncryptionModule.ToolTip","updated","Choose the default encryption module to use for new backups","Varsayilan sifreleme yontemini yeni yedeklemeler icin kullan"
"GUI\ApplicationSetup.tr-TR.resx","groupBox1.Text","updated","User interface","Kullanici arabirimi"
"GUI\ApplicationSetup.tr-TR.resx","groupBox2.Text","updated","Cache","Onbellek"
"GUI\ApplicationSetup.tr-TR.resx","groupBox4.Text","updated","Default throttle settings","Varsayilan kisitlama ayarlari"
"GUI\ApplicationSetup.tr-TR.resx","HideDonateButton.Text","updated","Hide Donate button on the main wizard page","Bagis yap tusunu yukleme sihirbazinda gosterme"
"GUI\ApplicationSetup.tr-TR.resx","label1.Text","missing","Time to display past backups in log:",""
"GUI\ApplicationSetup.tr-TR.resx","label1.ToolTip","missing","Select the time a backup is displayed in the log window after completion",""
"GUI\ApplicationSetup.tr-TR.resx","label2.Text","updated","Sections:","Bolumler:"
"GUI\ApplicationSetup.tr-TR.resx","label3.Text","updated","Language:","Dil:"
"GUI\ApplicationSetup.tr-TR.resx","label3.ToolTip","updated","Select user interface language (requires restart)","Kullanici arabirimi dili secin(yeniden baslatma gerektirir)"
"GUI\ApplicationSetup.tr-TR.resx","label4.Text","updated","Temporary folder:","Gecici klasor:"
"GUI\ApplicationSetup.tr-TR.resx","label6.Text","updated","Content:","Icerik:"
"GUI\ApplicationSetup.tr-TR.resx","label7.Text","updated","Time to wait after startup:","Baslangictan sonra bekleme zamani:"
"GUI\ApplicationSetup.tr-TR.resx","label7.ToolTip","updated","Select the amount of time Duplicati is paused after startup","Duplicatinin baslangictan sonraki duraklama zamanini ayarlayin"
"GUI\ApplicationSetup.tr-TR.resx","label8.Text","updated","Backup notifications:","Yedekleme uyarilari:"
"GUI\ApplicationSetup.tr-TR.resx","label8.ToolTip","updated","Choose the level of notification given by balloon tips","Baloncuk tipi hatirlatmalarin katmanini seciniz"
"GUI\ApplicationSetup.tr-TR.resx","LanguageSelection.ToolTip","updated","Choose the language for the user interface (requires restart)","Kullanici arabirimi icin dil secimini yapin(yeniden baslatma gerektirir)"
"GUI\ApplicationSetup.tr-TR.resx","LicenseLink.Text","updated","Homepage","Anasayfa"
"GUI\ApplicationSetup.tr-TR.resx","LicenseLink.ToolTip","updated","Click to go to the homepage of the currently selected section","Bulundugunuz bolumun anasayfasina gitmek icin tiklayin"
"GUI\ApplicationSetup.tr-TR.resx","LicenseSections.ToolTip","updated","Lists the available license sections","Mevcut lisans seceneklerini listeler"
"GUI\ApplicationSetup.tr-TR.resx","LicenseTab.Text","updated","License","Lisans"
"GUI\ApplicationSetup.tr-TR.resx","OKBtn.Text","updated","OK","Tamam"
"GUI\ApplicationSetup.tr-TR.resx","PasswordDefaultsGroup.Text","updated","Default password","Varsayilan Sifre"
"GUI\ApplicationSetup.tr-TR.resx","RecentDuration.ToolTip","missing","Select the time a backup is displayed in the log window after completion",""
"GUI\ApplicationSetup.tr-TR.resx","SignatureCacheEnabled.Text","updated","Signature cache:","Imza onbellegi"
"GUI\ApplicationSetup.tr-TR.resx","SignatureCacheEnabled.ToolTip","missing","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster",""
"GUI\ApplicationSetup.tr-TR.resx","SignatureCachePathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.tr-TR.resx","SignatureCachePathBrowse.ToolTip","updated","Browse for the signature cache folder","Imza onbellegi dosyasina gozat"
"GUI\ApplicationSetup.tr-TR.resx","StartupDelayDuration.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Baslangictan sonra Duplicati'nin ne kadar beklemesini istediginizi secin"
"GUI\ApplicationSetup.tr-TR.resx","TempPath.ToolTip","updated","Enter the path where Duplicati stores temporary files","Duplicati'nin gecici dosyalari saklamasi icin gerekli yol/klasoru gosterin"
"GUI\ApplicationSetup.tr-TR.resx","TempPathBrowse.Text","missing","...",""
"GUI\ApplicationSetup.tr-TR.resx","TempPathBrowse.ToolTip","updated","Browse for the temporary folder","Gecici dosyalarin bulundugu klasoru goster"
"GUI\ApplicationSetup.tr-TR.resx","ThreadPriorityPicker.ToolTip","missing","Set the initial thread priority to be used by Duplicati",""
"GUI\ApplicationSetup.tr-TR.resx","UseCommonPassword.Text","missing","Use password for new backups:",""
"GUI\ApplicationSetup.tr-TR.resx","UseCommonPassword.ToolTip","missing","Enable this to use the same password for multiple backups",""
"GUI\HelperControls\BackupFileList.tr-TR.resx","changeDestinationToolStripMenuItem.Text","missing","Change destination...",""
"GUI\HelperControls\BackupFileList.tr-TR.resx","folderBrowserDialog.Description","missing","Select the folder to restore to",""
"GUI\HelperControls\BackupFileList.tr-TR.resx","LoadingIndicator.Text","missing","Reading filelist, please wait ...",""
"GUI\HelperControls\BackupItems.tr-TR.resx","statusLabel.Text","missing","Loading list of backups",""
"GUI\HelperControls\BackupItems.tr-TR.resx","viewFilesToolStripMenuItem.Text","missing","View contents ...",""
"GUI\HelperControls\BandwidthLimit.tr-TR.resx","DownloadLimitCheckbox.Text","missing","Download limit (restore)",""
"GUI\HelperControls\BandwidthLimit.tr-TR.resx","UploadLimitCheckbox.Text","missing","Upload limit (backup)",""
"GUI\HelperControls\CommandLineOptionGrid.tr-TR.resx","argumentDataGridViewTextBoxColumn.HeaderText","missing","argument",""
"GUI\HelperControls\CommandLineOptionGrid.tr-TR.resx","dataGridViewTextBoxColumn1.HeaderText","missing","argument",""
"GUI\HelperControls\CommandLineOptionGrid.tr-TR.resx","enabledDataGridViewCheckBoxColumn.HeaderText","missing","Enabled",""
"GUI\HelperControls\CommandLineOptionGrid.tr-TR.resx","nameDataGridViewTextBoxColumn.HeaderText","missing","Name",""
"GUI\HelperControls\CommandLineOptionGrid.tr-TR.resx","valueDataGridViewTextBoxColumn.HeaderText","missing","Value",""
"GUI\HelperControls\DurationEditor.tr-TR.resx","CustomDuration.Error","missing","s",""
"GUI\HelperControls\DurationEditor.tr-TR.resx","EasyDuration.Items","missing","Each day",""
"GUI\HelperControls\DurationEditor.tr-TR.resx","EasyDuration.Items1","missing","Each week",""
"GUI\HelperControls\DurationEditor.tr-TR.resx","EasyDuration.Items2","missing","Each second week",""
"GUI\HelperControls\DurationEditor.tr-TR.resx","EasyDuration.Items3","missing","Each month",""
"GUI\HelperControls\DurationEditor.tr-TR.resx","EasyDuration.Items4","missing","Custom ...",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","$this.Text","missing","FilterDialog",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","BrowseFileButton.Text","missing","...",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","CancelBtn.Text","missing","Cancel",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","Exclusive.Text","missing","Exclude files matching the filter",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","folderBrowserDialog.Description","missing","Select the folder path to use for the filter",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","HelpLink.Text","missing","Filter help",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","Inclusive.Text","missing","Include files matching the filter",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","IsRegExp.Text","missing","Filter is regular expression",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","label1.Text","missing","Filter",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","OKBtn.Text","missing","OK",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","openFileDialog.Filter","missing","All files (*.*)|*.*",""
"GUI\HelperControls\FilterDialog.tr-TR.resx","openFileDialog.Title","missing","Select the file to use for the filter",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","AddFilterButton.ToolTipText","missing","Add a new filter",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","btnTestSearch.Text","missing","Test Search Selection...",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","EditFilterButton.ToolTipText","missing","Edit the selected filter",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","ExcludeFolderButton.ToolTipText","missing","Adds an excluded folder to the list",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","groupBox1.Text","missing","Filters",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","HelpButton.Text","missing","Filter help",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","HelpButton.ToolTipText","missing","Opens the Duplicati Filter usage Wiki page",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","IncludeFolderButton.ToolTipText","missing","Adds an included folder to the list",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","label1.Text","missing","Test a filename:",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","MoveFilterBottomButton.ToolTipText","missing","Move the selected filter to the bottom",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","MoveFilterDownButton.ToolTipText","missing","Move the selected filter down",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","MoveFilterTopButton.ToolTipText","missing","Move the selected filter to the top",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","MoveFilterUpButton.ToolTipText","missing","Move the selected filter up",""
"GUI\HelperControls\FilterEditor.tr-TR.resx","RemoveFilterButton.ToolTipText","missing","Remove the selected filter",""
"GUI\HelperControls\FolderPathEntry.tr-TR.resx","BrowseFolderButton.Text","missing","...",""
"GUI\HelperControls\FolderPathEntry.tr-TR.resx","BrowseFolderButton.ToolTip","missing","Click to browse for a folder",""
"GUI\HelperControls\FolderPathEntry.tr-TR.resx","DeleteButton.ToolTip","missing","Click to remove the entry",""
"GUI\HelperControls\FolderPathEntry.tr-TR.resx","FolderPath.ToolTip","missing","Enter the path to the folder here",""
"GUI\HelperControls\FolderPathEntry.tr-TR.resx","SizeLabel.Text","missing","(...)",""
"GUI\HelperControls\FolderPathEntry.tr-TR.resx","SizeLabel.ToolTip","missing","The size of the selected folder",""
"GUI\HelperControls\Strings\BackupFileList.tr-TR.resx","RootNodeTooltip","not-updated","Source folder {0}
Target folder: {1}
Right click to change target folder",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","ErrorStatusDisplay","not-updated","Error: {0}",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","NoDataReceived","not-updated","No data received",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","OperationCancelled","not-updated","Cancelled",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","TooltipFullBackup","not-updated","Full backup",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","TooltipFullBackupWithSize","not-updated","Full backup - {0}",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","TooltipIncrementalBackup","not-updated","Incremental backup",""
"GUI\HelperControls\Strings\BackupItems.tr-TR.resx","TooltipIncrementalBackupWithSize","not-updated","Incremental backup - {0}, chain: {1}",""
"GUI\HelperControls\Strings\BackupTreeView.tr-TR.resx","ConfirmDeleteFolder","not-updated","Do you want to delete the folder {0} and all the backups contained in it?",""
"GUI\HelperControls\Strings\BackupTreeView.tr-TR.resx","ConfirmRemoveBackup","not-updated","Remove the backup '{0}' ?",""
"GUI\HelperControls\Strings\BackupTreeView.tr-TR.resx","NewBackup","not-updated","New Backup",""
"GUI\HelperControls\Strings\BackupTreeView.tr-TR.resx","NewFolder","not-updated","New Folder",""
"GUI\HelperControls\Strings\CommandLineOptionsGrid.tr-TR.resx","InfoLabelFormat","not-updated","Value type: {0}. 
{1}. 
{2}",""
"GUI\HelperControls\Strings\CommandLineOptionsGrid.tr-TR.resx","PageNotSupportedWarning","not-updated","This page is not supported on the current platform, this is a known issue.
A newer version of Mono will enable this page.",""
"GUI\HelperControls\Strings\DurationEditor.tr-TR.resx","CustomDuration","not-updated","Custom ...",""
"GUI\HelperControls\Strings\FilterDialog.tr-TR.resx","InvalidRegExpMessage","not-updated","The expression is not a valid regular expression: {0}",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","ExcludeFolderBrowseTitle","not-updated","Choose the folder to add for exclusion",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FileIsExcluded","not-updated","The file {0} is excluded due to rule {1}",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FileIsIncluded","not-updated","The file {0} is included due to rule {1}",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FileIsIncludedDefault","not-updated","The file {0} is included because no rule matched",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FilenameIsNotInAnyRootFolder","not-updated","The filename {0} is not located in any of the source folders",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FilepathIsNotAbsoluteError","not-updated","The filename {0} is not an absolute path",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FolderIsExcluded","not-updated","The folder {0} is excluded due to rule {1}",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","FolderIsRootFolder","not-updated","The folder {0} is included because it is a source folder",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","IncludeFolderBrowseTitle","not-updated","Choose the folder to add for inclusion",""
"GUI\HelperControls\Strings\FilterEditor.tr-TR.resx","InvalidCharsInFilenameError","not-updated","The filename {0} has invalid characters",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","BytesName","not-updated","bytes",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","BytesPerSecond","not-updated","bytes/s",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","GBName","not-updated","GB",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","GBPerSecond","not-updated","GB/s",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","KBName","not-updated","kB",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","KBPerSecond","not-updated","kB/s",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","MBName","not-updated","MB",""
"GUI\HelperControls\Strings\SizeSelector.tr-TR.resx","MBPerSecond","not-updated","MB/s",""
"GUI\HelperControls\Strings\TestSearchSelection.tr-TR.resx","FileName","not-updated","File Name '{0}'",""
"GUI\HelperControls\Strings\TestSearchSelection.tr-TR.resx","FileType","not-updated","File Type '{0}'",""
"GUI\HelperControls\Strings\TestSearchSelection.tr-TR.resx","TotalSizeLabel","not-updated","Total {0} files at {1}",""
"GUI\HelperControls\Strings\WaitForOperation.tr-TR.resx","ReallyAbortQuestion","not-updated","Are you sure you want to abort the operation?",""
"GUI\HelperControls\Strings\WaitForOperation.tr-TR.resx","UserCancelled","not-updated","The user cancelled the operation",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","$this.Text","missing","Test Search Selection",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","btnCancel.Text","missing","Cancel",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","btnOK.Text","missing","OK",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","chFile.Text","missing","Filename",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","chFileExt.Text","missing","Ext",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","chPath.Text","missing","Path",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","chSize.Text","missing","Size",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","label1.Text","missing","Filters:",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","label2.Text","missing","Use context menu to add and remove filters",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","label3.Text","missing","Files to be included:",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","lbLoading.Text","missing","Scanning files, please wait....",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miExclude.Text","missing","Exclude",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miExcludeFileExt.Text","missing","Add file extension filter",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miExcludeFileName.Text","missing","Add filename filter",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miExcludeFilePath.Text","missing","File Path",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miInclude.Text","missing","Include",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miIncludeFileExt.Text","missing","Add file extension filter",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miIncludeFileName.Text","missing","Add filename filer",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","miIncludeFilePath.Text","missing","File path",""
"GUI\HelperControls\TestSearchSelection.tr-TR.resx","removeFilterToolStripMenuItem.Text","missing","Remove Filter",""
"GUI\HelperControls\ThreadPriorityPicker.tr-TR.resx","ThreadPriority.Items","missing","High (Not recommended)",""
"GUI\HelperControls\ThreadPriorityPicker.tr-TR.resx","ThreadPriority.Items1","missing","Above normal",""
"GUI\HelperControls\ThreadPriorityPicker.tr-TR.resx","ThreadPriority.Items2","missing","Normal",""
"GUI\HelperControls\ThreadPriorityPicker.tr-TR.resx","ThreadPriority.Items3","missing","Below normal",""
"GUI\HelperControls\ThreadPriorityPicker.tr-TR.resx","ThreadPriority.Items4","missing","Low",""
"GUI\HelperControls\ThreadPriorityPicker.tr-TR.resx","ThreadPriorityEnabled.Text","missing","Set thread priority",""
"GUI\HelperControls\WaitForOperation.tr-TR.resx","$this.Text","missing","WaitForOperation",""
