"CommandLine\Strings\Program.fr-FR.resx","InternalOptionUsedError","updated","The option --{0} was supplied, but it is reserved for internal use and may not be set on the commandline","L'option --{0} à été spécifiée, mais celle-ci est réservée à un usage interne et ne doit pas être spécifiée en ligne de commande","727"
"CommandLine\Strings\Program.fr-FR.resx","ModifiedFilesHeader","updated","Modified files","Fichiers modifiés","728"
"CommandLine\Strings\Program.fr-FR.resx","ModuleIsLoadedAutomatically","updated","Module is loaded atomatically, use --disable-module to prevent this","Le module est automatiquement chargé, utilisez --disable-module pour empècher ca","729"
"CommandLine\Strings\Program.fr-FR.resx","ModuleIsNotLoadedAutomatically","updated","Module is not loaded atomatically, use --enable-module to load it","Le module n'est pas automatiquement chargé, utilisez --enable-module pour le charger","730"
"CommandLine\Strings\Program.fr-FR.resx","NewFilesHeader","updated","New files","Nouveau fichiers","731"
"CommandLine\Strings\Program.fr-FR.resx","NewOrModifiedFilesHeader","updated","New/Modified files","Nouveau fichiers/modifiés","732"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageBackend","updated","A <backend> is identified by an url like ftp://host/ or ssh://server/.
 Using this system, Duplicati can detect if you want to backup or restore.
 The cleanup and delete commands do not delete files, unless the --force option is specified, so you may examine what files are affected, before actually deleting the files.
 The cleanup command should not be used unless a backup was interrupted and has left partial files. Duplicati will inform you if this happens.
 The delete command can be used to remove backup sets when newer backups are present.","Un <serveur distant> est identifié par une adresse comme ftp://hôte/ ou ssh://serveur/.
Avec ce système, Duplicati peut détecter si vous voulez  faire une sauvegarde ou une restauration de données.
Les commandes delete (effacer) et cleanup (nettoyer) ne suppriment pas de fichiers, à moins que l'option --force ne soit spécifiée, de sorte, vous devez préalablement examiner quels fichiers seront affectés avant leur suppression effective.
La commande nettoyer ne devrait pas être employée à moins qu'il soit nécessaire de supprimer des fichiers reliquats créés lors d'une sauvegarde interrompue brutalement. Duplicati vous informera si cela arrive.
La commande supprimer permet de supprimer d'anciennes tâches de sauvegardes quand de nouvelles sauvegardes sont présentes.","80"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageBackup","updated","Backup (make a full or incremental backup):
  Duplicati.CommandLine [full] [options] <sourcefolder> <backend>","Sauvegarder (créé une sauvegarde incrémentale ou complète): Duplicati.LigneDeCommande [full][options]<répertoire source> <destination>","81"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageCleanup","updated","Cleanup (remove partial and unused files):
  Duplicati.CommandLine cleanup [options] <backend>","Nettoyer (supprime les fichiers partiels ou inutilisés): Duplicati.LigneDeCommande cleanup [options] <destination>","82"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageCreateFolders","updated","Create folder (usually done automatically):
  Duplicati.CommandLine create-folder [options] <backend>","Créér un répertoire (Habituellement réalisé de façon automatique): Duplicati.LigneDeCommande create-filder [options] <destination>","83"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageDeleteOld","updated","Delete old backups:
  Duplicati.CommandLine delete-all-but-n-full <number of full backups to keep> [options] <backend>
  Duplicati.CommandLine delete-older-than <max allowed age> [options] <backend>","Supprimer les vieilles sauvegardes:  Duplicati.LigneDeCommande delete-all-but-n-full <nombre de sauvegardes complètes à conserver> [options] <destination>
Duplicati.LigneDeCommande delete-older-than <age maximum autorisé> [options] <destination>","84"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageFilters","updated","Filters:
 Duplicati uses filters to include and exclude files.
  Duplicati uses a ""first-touch"" filter where the first rule that matches a file determines if the file is included or excluded. Internally Duplicati uses regular expression filters, but supports filters in the form of filename globbing. The order of the commandline arguments also determine what order they are applied in. An example:
    --include=*.txt --exclude=*\Thumbs.db --include=*

  Even though the last filter includes everything, no files named ""Thumbs.db"" are included because they match the exclude rule before the include rule. Paths are evaluated in full, and as paths that are relative to folder being backed up, but including a leading slash. An example:

{0}
  If a folder is excluded, files in that folder are always excluded, even if there are filters that include files in that folder. If a folder is included with a wildcard at the end, all files are included, if the folder is included without a wildcard, files may be excluded or included with extra rules.","Filtres:
Duplicati utilise des filtres pour inclure et exclure des fichiers.
Duplicati utilise un filtre de ""première concordance trouvée"" ce qui veux dire que la première règle applicable au fichier décide de son exclusion ou de son intégration. Duplicati utilise les expressions régulières, mais également les noms d'extensions classiques. L'ordre des arguments dans la ligne de commande détermine également dans quel ordre ils doivent êtres appliqués. Par exemple: --include=*.txt --exclude=*\Thumbs.db --include=*

Même si le dernier filtre inclus tout les fichiers, les fichiers Thumbs.db seront exclus car leur règle d'exclusion est placé avant dans la chaine d'options. Les chemins sont examinés en totalité, et comme chemins qui sont relatifs aux répertoires à sauvegarder, mais incluant un slash en tête. Par exemple:

{0}
Si un répertoire est exclus, les fichiers dans ce répertoire seront toujours exclus, même si leurs filtres les autorisent.  Si un chemin est inclus avec un joker à la fin, tout les fichiers sont inclus, si le répertoire est inclus sans joker à la fin, les fichiers de ce répertoire peuvent êtres exclus ou inclus selon des règles additionnelles.","85"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageFindLastVersion","updated","Find the last version of a file:
  Duplicati.CommandLine find-last-version [options] --file-to-restore=<files to find> <backend>","Recherche la dernière version d'un fichier:
Duplicati.LigneDeCommande find-last-version [options] --file-to-restore=<fichier à chercher> <destination>","86"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageHeader","updated","********** Duplicati v. {0} **********

Usage:","********** Duplicati v. {0} **********

Utilisation:","87"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageListContentFiles","updated","List content files (files that can be restored):
  Duplicati.CommandLine list-current-files [options] <backend>","Affiche le contenu d'un fichier:
Duplicati.LigneDeCommande list-current-files [options] <destination>","88"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageListFiles","updated","List files:
  Duplicati.CommandLine list [options] <backend>","Affiche la liste des fichiers:
Duplicati.LigneDeCommande list [options] <destination>","89"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageListSets","updated","List backup sets:
  Duplicati.CommandLine collection-status [options] <backend>","Affiche la liste des tâches de sauvegardes:
Duplicati.LigneDeCommande collection-status [options] <destination>","90"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageListSignatureFiles","updated","List signature files (files in a single backup volume set):
  Duplicati.CommandLine list-actual-signature-files [options] <backend>","Affiche la liste des fichiers signatures (fichiers dans un simple volume de sauvegarde): 
  Duplicati.LigneDeCommande list-actual-signature-files [options] <destination>","91"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageListSourceFolders","updated","List source folders (folders backed up from):
  Duplicati.CommandLine list-source-folders [options] <backend>","Affiche la liste des répertoire sources (répertoires qui sont sauvegardés): 
  Duplicati.LigneDeCommande list-source-folders [options] <destination>","92"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageOptionTypes","updated","Option types:
 The following option types are available:
  Integer: a numerical value
  Boolean: a truth value, --force and --force=true are equivalent. --force=false is the opposite
  Timespan: a time in the special time format (explained below)
  Size: a size like 5mb or 200kb
  Enumeration: any of the listed values
  Path: the path to a folder or file
  String: any other type","Types optionnels:
Les types suivants sont disponibles:
Integer: une valeur numérique entière
Boolean: un booléen, vrai ou faux, --force et --force=true sont équivalents. --force=false est l'opposé
Timespan: Une heure exprimée dans un format spécial (expliqué ci-dessous)
Taille: Une taille de fichier comme 5mb ou 200kb
Enumeration, n'importe quelle valeurs listées
Path: le chemin d'accès d'un répertoire ou d'un fichier
String: tout autre type","93"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsagePurgeCache","updated","Purge signature cache:
  Duplicati.CommandLine purge-signature-cache [options]","Vider le répertoire temporaire des signatures:
  Duplicati.LigneDeCommande purge-signature-cache [options]","94"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageRestore","updated","Restore (restore all or some files):
  Duplicati.CommandLine [options] <backend> <destinationfolder>","Restaurer (Restaurer quelques fichiers ou la totalité):
  Duplicati.LigneDeCommande [options] <destination> <répertoire de destination>","95"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageTimes","updated","Times:
 Duplicati uses the time system from duplicity, where times may be presented as:
  1: the string ""now"", indicating the current time
  2: the number of seconds after epoch, eg: 123456890
  3: a string like ""2009-03-26T08:30:00+01:00""
  4: an interval string, using Y, M, W, D, h, m, s for Year, Month, Week, Day, hour, minute or second, eg: ""1M4D"" for one month and four days, or ""5m"" for five minutes.","Horaires:
Duplicati utilise le même système de datage que duplicity, où les formats utilisés sont:
1: le texte ""now"" indique l'heure courante
2: le nombre de secondes après epoch, par ex: 1234567890 
3: une chaine comme ""2009-03-26T08:30:00+01:00""
4: une période, (en anglais) utilisant Y,M,W,D,h,m,s pour Année(Y), Mois(M), Semaine(W), Jour(D), heure(h), minute(m), secondes(s), ex: ""1M4D"" signifie un mois et quatre jours, ou ""5m"" pour cinq minutes.","96"
"CommandLine\Strings\Program.fr-FR.resx","ProgramUsageVerify","updated","Verify backup integrity:
  Duplicati.CommandLine verify <backend> --verification-level=manifest|signatures|full","Vérifie l'intégrité d'une sauvegarde:
Duplicati.LigenDeCommande verify <destination> --verification-level=manifest|signatures|full","97"
"CommandLine\Strings\Program.fr-FR.resx","SupportedBackendsHeader","updated","Supported backends:","Destinations supportées:","733"
"CommandLine\Strings\Program.fr-FR.resx","SupportedCompressionModulesHeader","updated","Supported compression modules:","Modules de compression supportés:","734"
"CommandLine\Strings\Program.fr-FR.resx","SupportedEncryptionModulesHeader","updated","Supported encryption modules:","Modules de cryptages supportés:","735"
"CommandLine\Strings\Program.fr-FR.resx","SupportedOptionsHeader","updated","Supported options:","Options supportées:","736"
"CommandLine\Strings\Program.fr-FR.resx","TimeParseError","updated","Unable to parse ""{0}"" into a time offset: {1}","Impossible de convertir ""{0}"" en une période temporelle: {1}","737"
"CommandLine\Strings\Program.fr-FR.resx","UnhandledException","updated","An error occured: {0}","Une erreur est apparue: {0}","738"
"CommandLine\Strings\Program.fr-FR.resx","UnhandledInnerException","updated","The inner error message is: {0}","Le message interne est: {0}","739"
"CommandLine\Strings\Program.fr-FR.resx","UsageExampleLinux","updated","Duplicati.CommandLine /home/user/ ftp://host/folder --exclude=/file.txt

  In this example the file ""/home/user/file.txt"" is excluded.","Duplicati.LigneDeCommande /home/utilisateur/ ftp://hote/repertoire --exclude=/fichier.txt

  Dans cet exemple, le fichier ""/home/utilisateur/fichier.txt"" est exclus.","98"
"CommandLine\Strings\Program.fr-FR.resx","UsageExampleWindows","updated","Duplicati.CommandLine C:\Documents\Files ftp://host/folder --exclude=\file.txt

  In this example the file ""C:\Documents\Files\file.txt"" is excluded.","Duplicati.LigneDeCommande C:\Documents\Fichiers ftp://hote/repertoire --exclude=\fichier.txt

  Dans cet exemple, le fichier ""C:\Documents\Files\file.txt"" est exclus.","99"
"CommandLine\Strings\Program.fr-FR.resx","VerificationCompleted","updated","Verification completed, summary:
Manifest files verified: {0}
Signature files verified: {1}
Content files verified: {2}
Errors: {3}","Vérification effectuée, résumé:
Fichiers de manifestes vérifiés: {0}
Fichiers de signatures vérifiés: {1}
Fichiers de données vérifiés: {2}
Erreurs: {3}","100"
"CommandLine\Strings\Program.fr-FR.resx","VerificationErrorHeader","updated","Reported error messages:","Messages d'erreurs survenus:","101"
"CommandLine\Strings\Program.fr-FR.resx","WrongNumberOfArgumentsError","unused","Wrong number of aguments","Nombre d'arguments incorrects","740"
"CommandLine\Strings\Program.fr-FR.resx","WrongNumberOfCommandsError_v2","missing","Found {0} commands but expected {1}, commands: 
{2}",""
"GUI\ApplicationSetup.fr-FR.resx","$this.Text","updated","Duplicati setup","Configuration de Duplicati","310"
"GUI\ApplicationSetup.fr-FR.resx","AdvancedTab.Text","updated","Advanced","Expert","300"
"GUI\ApplicationSetup.fr-FR.resx","BalloonNotificationLevel.ToolTip","updated","Choose the level of notification given by balloon tips","Choisissez la quantité d'informations à afficher par les bulles d'aides","1"
"GUI\ApplicationSetup.fr-FR.resx","Bandwidth.ToolTip","updated","Set the initial bandwidth limits to use in Duplicati","Spécifie la vitesse réseau maximum par défaut à utilsier avec Duplicati","303"
"GUI\ApplicationSetup.fr-FR.resx","BasicTab.Text","updated","Basic","Basique","299"
"GUI\ApplicationSetup.fr-FR.resx","CacheSizeLabel.Text","updated","Calculating cache size ...","Calcul de la taille du cache ...","278"
"GUI\ApplicationSetup.fr-FR.resx","CacheSizeLabel.ToolTip","updated","The size of the current cache folder","Taille du répertoire cache utilisé","279"
"GUI\ApplicationSetup.fr-FR.resx","CancelBtn.Text","updated","Cancel","Annuler","289"
"GUI\ApplicationSetup.fr-FR.resx","ClearCacheButton.Text","updated","Clear cache","Effacer le cache","280"
"GUI\ApplicationSetup.fr-FR.resx","ClearCacheButton.ToolTip","updated","Clear any signature files stored in cache, they will be re-downloaded the next time the backup is activated","Efface le cache local des signatures de sauvegardes. Il sera à nouveau reconstruit à la prochaine sauvegarde","281"
"GUI\ApplicationSetup.fr-FR.resx","CommonPassword.ToolTip","updated","Enter the default password to apply to new backups","Entrez le mot de passe par défaut qui sera utilisé pour protéger toute nouvelle sauvegarde créée","296"
"GUI\ApplicationSetup.fr-FR.resx","EncryptionMethod.Text","updated","Encryption method","Méthode de cryptage","292"
"GUI\ApplicationSetup.fr-FR.resx","EncryptionMethod.ToolTip","updated","Choose the default encryption module to use for new backups","Choisissez le mode de cryptage des données sauvegardées qui sera utilisé pour toute nouvelle sauvegarde créée","293"
"GUI\ApplicationSetup.fr-FR.resx","EncryptionModule.ToolTip","updated","Choose the default encryption module to use for new backups","Choisissez le mode de cryptage des données sauvegardées qui sera utilisé pour toute nouvelle sauvegarde crée","291"
"GUI\ApplicationSetup.fr-FR.resx","groupBox1.Text","updated","User interface settings","Paramètres de l'interface utilisateur","276"
"GUI\ApplicationSetup.fr-FR.resx","groupBox2.Text","updated","Path settings (Advanced)","Chemins d'accès","277"
"GUI\ApplicationSetup.fr-FR.resx","groupBox4.Text","updated","Backup control settings used at startup","Paramètres par défaut qui seront appliqués aux nouvelles tâches de sauvegardes crées","302"
"GUI\ApplicationSetup.fr-FR.resx","HideDonateButton.Text","updated","Hide the donate button on the main wizard page","Cacher le bouton ""faire un don"" sur la page principale de l'assistant","267"
"GUI\ApplicationSetup.fr-FR.resx","HideDonateButton.ToolTip","updated","Check this box to prevent the display of the donation button in the wizard","Cochez cette case pour empêcher l'affichage du bouton ""faire un don"" dans l'assistant","268"
"GUI\ApplicationSetup.fr-FR.resx","label1.Text","updated","Time a log is shown in recent backups","Durée de rétention des évènements dans le journal","265"
"GUI\ApplicationSetup.fr-FR.resx","label1.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Spécifiez la durée pendant laquelle les sauvegardes effectuées doivent apparaitre dans le journal","266"
"GUI\ApplicationSetup.fr-FR.resx","label2.Text","updated","Sections","Applications","308"
"GUI\ApplicationSetup.fr-FR.resx","label3.Text","updated","User interface language","Langue de l'interface","273"
"GUI\ApplicationSetup.fr-FR.resx","label3.ToolTip","updated","Choose the language for the user interface (requires restart)","Choisissez un langage pour l'interface (Nécessite un redémarrage)","274"
"GUI\ApplicationSetup.fr-FR.resx","label4.Text","updated","Temporary folder","Répertoire temporaire","287"
"GUI\ApplicationSetup.fr-FR.resx","label4.ToolTip","updated","Enter the path where Duplicati stores temporary files","Spécifiez le répertoire où Duplicati enregistre ses données temporaires","288"
"GUI\ApplicationSetup.fr-FR.resx","label5.Text","updated","Password","Mot de passe","294"
"GUI\ApplicationSetup.fr-FR.resx","label5.ToolTip","updated","Enter the default password to apply to new backups","Entrez le mot de passe par défaut qui sera utilisé pour protéger toute nouvelle sauvegarde créee","295"
"GUI\ApplicationSetup.fr-FR.resx","label6.Text","updated","Content","Licence","307"
"GUI\ApplicationSetup.fr-FR.resx","label7.Text","updated","Period to pause duplicati after startup","Délais d'attente avant l'activation de Duplicati","270"
"GUI\ApplicationSetup.fr-FR.resx","label7.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Spécifiez le temps que Duplicati doit rester en mode pause après son démarrage","271"
"GUI\ApplicationSetup.fr-FR.resx","label8.Text","updated","Balloon notifications","Bulles d'aides","2"
"GUI\ApplicationSetup.fr-FR.resx","label8.ToolTip","updated","Choose the level of notification given by balloon tips","Choisissez la quantité d'informations à afficher par les bulles d'aides","3"
"GUI\ApplicationSetup.fr-FR.resx","LanguageSelection.ToolTip","updated","Choose the language for the user interface (requires restart)","Choisissez un langage pour l'interface (Nécessite un redémarrage)","272"
"GUI\ApplicationSetup.fr-FR.resx","LicenseLink.Text","updated","Homepage","Site web de l'application","305"
"GUI\ApplicationSetup.fr-FR.resx","LicenseLink.ToolTip","updated","Click to go to the homepage of the currently selected section","Cliquez ici pour aller sur le site web de l'application sélectionnée","306"
"GUI\ApplicationSetup.fr-FR.resx","LicenseSections.ToolTip","updated","Lists the available license sections","Liste les applications utilisées","309"
"GUI\ApplicationSetup.fr-FR.resx","LicenseTab.Text","updated","License","Licences","301"
"GUI\ApplicationSetup.fr-FR.resx","PasswordDefaultsGroup.Text","updated","Password settings applied to new backups","Paramètres de sécurité appliqués à toute nouvelle sauvegarde","290"
"GUI\ApplicationSetup.fr-FR.resx","RecentDuration.ToolTip","updated","Select the time a backup is displayed in the log window after completion","Indique pendant combien de temps les sauvegardes effectuées doivent êtres consignées dans le journal","275"
"GUI\ApplicationSetup.fr-FR.resx","SignatureCacheEnabled.Text","updated","Signature cache","Mise en cache des signatures","282"
"GUI\ApplicationSetup.fr-FR.resx","SignatureCacheEnabled.ToolTip","updated","A signature cache limits the amount of data Duplicati needs to download by keeping a copy on the machine, enabling this feature makes the backups faster","La mise en cache (copie locale) des signatures permet de diminuer le volume de données à transmettre au serveur distant. Cocher cette option accélère donc les sauvegardes","283"
"GUI\ApplicationSetup.fr-FR.resx","SignatureCachePathBrowse.ToolTip","updated","Browse for the signature cache folder","Spécifiez le chemin du répertoire cache des signatures","284"
"GUI\ApplicationSetup.fr-FR.resx","StartupDelayDuration.ToolTip","updated","Select the amount of time Duplicat is paused after startup","Indique pendant combien de temps Duplicati doit rester en mode ""pause"" après son démarrage","269"
"GUI\ApplicationSetup.fr-FR.resx","TempPath.ToolTip","updated","Enter the path where Duplicati stores temporary files","Spécifiez le répertoire où Duplicati enregistre ses données temporaires","286"
"GUI\ApplicationSetup.fr-FR.resx","TempPathBrowse.ToolTip","updated","Browse for the temporary folder","Spécifiez le chemin du répertoire temporaire","285"
"GUI\ApplicationSetup.fr-FR.resx","ThreadPriorityPicker.ToolTip","updated","Set the initial thread priority to be used by Duplicati","Spécifie la priorité par défaut de Duplicati","304"
"GUI\ApplicationSetup.fr-FR.resx","UseCommonPassword.Text","updated","Use a password to protect backups","Utiliser un mot de passe pour protéger les sauvegardes","297"
"GUI\ApplicationSetup.fr-FR.resx","UseCommonPassword.ToolTip","updated","Enable this to use the same password for multiple backups","Cochez cette case pour utiliser le même mot de passe pour les nouvelles sauvegardes créées","298"
"GUI\HelperControls\BackupFileList.fr-FR.resx","changeDestinationToolStripMenuItem.Text","updated","Change destination...","Modifiez la destination...","10"
"GUI\HelperControls\BackupFileList.fr-FR.resx","folderBrowserDialog.Description","updated","Select the folder to restore to","Sélectionnez un répertoire où restaurer les données","12"
"GUI\HelperControls\BackupFileList.fr-FR.resx","LoadingIndicator.Text","updated","Reading filelist, please wait ...","Veuillez patienter... lecture de la liste de fichiers","11"
"GUI\HelperControls\BackupItems.fr-FR.resx","statusLabel.Text","updated","Loading list of backups","Chargement de la liste des sauvegardes...","344"
"GUI\HelperControls\BackupItems.fr-FR.resx","viewFilesToolStripMenuItem.Text","updated","View contents ...","Vue des données ...","343"
"GUI\HelperControls\BandwidthLimit.fr-FR.resx","DownloadLimitCheckbox.Text","updated","Download limit (restore)","Vitesse max. de restauration","345"
"GUI\HelperControls\BandwidthLimit.fr-FR.resx","UploadLimitCheckbox.Text","updated","Upload limit (backup)","Vitesse max. de sauvegarde","346"
"GUI\HelperControls\CommandLineOptionGrid.fr-FR.resx","argumentDataGridViewTextBoxColumn.HeaderText","not-updated","argument","argument","45"
"GUI\HelperControls\CommandLineOptionGrid.fr-FR.resx","dataGridViewTextBoxColumn1.HeaderText","not-updated","argument","argument","13"
"GUI\HelperControls\CommandLineOptionGrid.fr-FR.resx","enabledDataGridViewCheckBoxColumn.HeaderText","updated","Enabled","Activé","347"
"GUI\HelperControls\CommandLineOptionGrid.fr-FR.resx","nameDataGridViewTextBoxColumn.HeaderText","updated","Name","Nom","348"
"GUI\HelperControls\CommandLineOptionGrid.fr-FR.resx","valueDataGridViewTextBoxColumn.HeaderText","updated","Value","Valeur","349"
"GUI\HelperControls\DurationEditor.fr-FR.resx","CustomDuration.Error","not-updated","s","s","46"
"GUI\HelperControls\DurationEditor.fr-FR.resx","EasyDuration.Items","updated","Each day","Chaque jour","350"
"GUI\HelperControls\DurationEditor.fr-FR.resx","EasyDuration.Items1","updated","Each week","Chaque semaine","351"
"GUI\HelperControls\DurationEditor.fr-FR.resx","EasyDuration.Items2","updated","Each second week","Tout les 15 jours","352"
"GUI\HelperControls\DurationEditor.fr-FR.resx","EasyDuration.Items3","updated","Each month","Chaque mois","353"
"GUI\HelperControls\DurationEditor.fr-FR.resx","EasyDuration.Items4","updated","Custom ...","Personnalisé ...","354"
"GUI\HelperControls\FilterDialog.fr-FR.resx","$this.Text","updated","FilterDialog","Filtrage des fichiers","364"
"GUI\HelperControls\FilterDialog.fr-FR.resx","CancelBtn.Text","updated","Cancel","Annuler","358"
"GUI\HelperControls\FilterDialog.fr-FR.resx","Exclusive.Text","updated","Exclude files matching the filter","EXCLURE les fichiers correspondant au filtre","356"
"GUI\HelperControls\FilterDialog.fr-FR.resx","folderBrowserDialog.Description","updated","Select the folder path to use for the filter","Spécifiez le répertoire à utiliser pour les filtres","360"
"GUI\HelperControls\FilterDialog.fr-FR.resx","HelpLink.Text","updated","Filter help","Aide sur le filtre","363"
"GUI\HelperControls\FilterDialog.fr-FR.resx","Inclusive.Text","updated","Include files matching the filter","INCLURE les fichiers correspondant au filtre","355"
"GUI\HelperControls\FilterDialog.fr-FR.resx","IsRegExp.Text","updated","Filter is regular expression","Utiliser les expressions régulières","359"
"GUI\HelperControls\FilterDialog.fr-FR.resx","label1.Text","updated","Filter","Filtre","357"
"GUI\HelperControls\FilterDialog.fr-FR.resx","openFileDialog.Filter","updated","All files (*.*)|*.*","Tout les fichiers (*.*)|*.*","361"
"GUI\HelperControls\FilterDialog.fr-FR.resx","openFileDialog.Title","updated","Select the file to use for the filter","Sélectionnez le fichier à utiliser pour le filtre","362"
"GUI\HelperControls\FilterEditor.fr-FR.resx","AddFilterButton.ToolTipText","updated","Add a new filter","Ajouter un nouveau filtre","367"
"GUI\HelperControls\FilterEditor.fr-FR.resx","btnTestSearch.Text","missing","Test Search Selection...",""
"GUI\HelperControls\FilterEditor.fr-FR.resx","EditFilterButton.ToolTipText","updated","Edit the selected filter","Editer le filtre sélectionné","369"
"GUI\HelperControls\FilterEditor.fr-FR.resx","ExcludeFolderButton.ToolTipText","updated","Adds an excluded folder to the list","Ajouter un répertoire d'exclusions à la liste","377"
"GUI\HelperControls\FilterEditor.fr-FR.resx","groupBox1.Text","updated","Filters","Filtres","365"
"GUI\HelperControls\FilterEditor.fr-FR.resx","HelpButton.Text","updated","Filter help","Aide sur les filtres","374"
"GUI\HelperControls\FilterEditor.fr-FR.resx","HelpButton.ToolTipText","updated","Opens the Duplicati Filter usage Wiki page","Ouvre la page d'aide sur les filtres utilisés par Duplicati","375"
"GUI\HelperControls\FilterEditor.fr-FR.resx","IncludeFolderButton.ToolTipText","updated","Adds an included folder to the list","Ajoute un répertoire d'inclusions à la liste","376"
"GUI\HelperControls\FilterEditor.fr-FR.resx","label1.Text","updated","Test a filename","Tester avec un nom de fichier","366"
"GUI\HelperControls\FilterEditor.fr-FR.resx","MoveFilterBottomButton.ToolTipText","updated","Move the selected filter to the bottom","Déplacer le filtre sélectionné en bas de la liste","373"
"GUI\HelperControls\FilterEditor.fr-FR.resx","MoveFilterDownButton.ToolTipText","updated","Move the selected filter down","Déplacer le filtre sélectionné d'un rang vers le bas de la liste","371"
"GUI\HelperControls\FilterEditor.fr-FR.resx","MoveFilterTopButton.ToolTipText","updated","Move the selected filter to the top","Déplacer le filtre sélectionné en haut de la liste","372"
"GUI\HelperControls\FilterEditor.fr-FR.resx","MoveFilterUpButton.ToolTipText","updated","Move the selected filter up","Déplacer le filtre sélectionné d'un rang vers le haut de la liste","370"
"GUI\HelperControls\FilterEditor.fr-FR.resx","RemoveFilterButton.ToolTipText","updated","Remove the selected filter","Supprimer le filtre sélectionné","368"
"GUI\HelperControls\FolderPathEntry.fr-FR.resx","BrowseFolderButton.ToolTip","updated","Click to browse for a folder","Cliquez pour naviguer dans les répertoires","378"
"GUI\HelperControls\FolderPathEntry.fr-FR.resx","DeleteButton.ToolTip","updated","Click to remove the entry","Cliquez pour supprimer l'entrée","381"
"GUI\HelperControls\FolderPathEntry.fr-FR.resx","FolderPath.ToolTip","updated","Enter the path to the folder here","Entrez le chemain du répertoire ici","379"
"GUI\HelperControls\FolderPathEntry.fr-FR.resx","SizeLabel.ToolTip","updated","The size of the selected folder","La taille du répertoire sélectionné","380"
"GUI\HelperControls\Strings\BackupFileList.fr-FR.resx","RootNodeTooltip","updated","Source folder {0}
Target folder: {1}
Right click to change target folder","Répertoire source {0}
Répertoire de destination: {1}
Clic droit pour changer le répertoire de destination","508"
"GUI\HelperControls\Strings\BackupItems.fr-FR.resx","ErrorStatusDisplay","updated","Error: {0}","Erreur: {0}","509"
